Year,Reference area,Sex,GeoCode,Value,M49_country_code
2007,Batken,Male,KG05,11.676787,KGZ
2008,Batken,Male,KG05,21.759259,KGZ
2009,Batken,Male,KG05,23.744292,KGZ
2010,Batken,Male,KG05,21.1426,KGZ
2011,Batken,Male,KG05,18.600531,KGZ
2012,Batken,Male,KG05,19.097222,KGZ
2013,Batken,Male,KG05,22.467147,KGZ
2014,Batken,Male,KG05,19.453642,KGZ
2015,Batken,Male,KG05,25.050505,KGZ
2016,Batken,Male,KG05,16.969219,KGZ
2017,Batken,Male,KG05,20.865533,KGZ
2018,Batken,Male,KG05,14.36673,KGZ
2019,Batken,Male,KG05,17.36881,KGZ
2020,Batken,Male,KG05,17.7,KGZ
2021,Batken,Male,KG05,19.5,KGZ
2007,Batken,Female,KG05,4.828585,KGZ
2008,Batken,Female,KG05,5.270724,KGZ
2009,Batken,Female,KG05,7.56859,KGZ
2010,Batken,Female,KG05,4.649,KGZ
2011,Batken,Female,KG05,6.389776,KGZ
2012,Batken,Female,KG05,6.266786,KGZ
2013,Batken,Female,KG05,6.567426,KGZ
2014,Batken,Female,KG05,4.280822,KGZ
2015,Batken,Female,KG05,6.273526,KGZ
2016,Batken,Female,KG05,4.903964,KGZ
2017,Batken,Female,KG05,6.007209,KGZ
2018,Batken,Female,KG05,3.530796,KGZ
2019,Batken,Female,KG05,2.686109,KGZ
2020,Batken,Female,KG05,3.4,KGZ
2021,Batken,Female,KG05,5.5,KGZ
2007,Jalal-Abad,,KG03,13.2,KGZ
2008,Jalal-Abad,,KG03,16.7,KGZ
2009,Jalal-Abad,,KG03,16.5,KGZ
2010,Jalal-Abad,,KG03,12.913875,KGZ
2011,Jalal-Abad,,KG03,15.209489,KGZ
2012,Jalal-Abad,,KG03,17.456593,KGZ
2013,Jalal-Abad,,KG03,14.613971,KGZ
2014,Jalal-Abad,,KG03,11.793302,KGZ
2015,Jalal-Abad,,KG03,12.693935,KGZ
2016,Jalal-Abad,,KG03,11.05736,KGZ
2017,Jalal-Abad,,KG03,8.646266,KGZ
2018,Jalal-Abad,,KG03,7.900208,KGZ
2019,Jalal-Abad,,KG03,8.641774,KGZ
2020,Jalal-Abad,,KG03,6.2,KGZ
2021,Jalal-Abad,,KG03,10.3,KGZ
2007,Jalal-Abad,Male,KG03,21.453147,KGZ
2008,Jalal-Abad,Male,KG03,27.6,KGZ
2009,Jalal-Abad,Male,KG03,25.989368,KGZ
2010,Jalal-Abad,Male,KG03,19.592629,KGZ
2011,Jalal-Abad,Male,KG03,23.118074,KGZ
2012,Jalal-Abad,Male,KG03,25.857223,KGZ
2013,Jalal-Abad,Male,KG03,21.272694,KGZ
2014,Jalal-Abad,Male,KG03,18.847604,KGZ
2015,Jalal-Abad,Male,KG03,18.437226,KGZ
2016,Jalal-Abad,Male,KG03,16.678129,KGZ
2017,Jalal-Abad,Male,KG03,12.814028,KGZ
2018,Jalal-Abad,Male,KG03,10.745578,KGZ
2019,Jalal-Abad,Male,KG03,13.933895,KGZ
2020,Jalal-Abad,Male,KG03,8.4,KGZ
2021,Jalal-Abad,Male,KG03,12.3,KGZ
2007,Jalal-Abad,Female,KG03,4.859283,KGZ
2008,Jalal-Abad,Female,KG03,5.805806,KGZ
2009,Jalal-Abad,Female,KG03,6.901992,KGZ
2010,Jalal-Abad,Female,KG03,6.22084,KGZ
2011,Jalal-Abad,Female,KG03,7.279693,KGZ
2012,Jalal-Abad,Female,KG03,9.02595,KGZ
2013,Jalal-Abad,Female,KG03,7.923346,KGZ
2014,Jalal-Abad,Female,KG03,4.695684,KGZ
2015,Jalal-Abad,Female,KG03,6.903877,KGZ
2016,Jalal-Abad,Female,KG03,5.381944,KGZ
2017,Jalal-Abad,Female,KG03,4.432322,KGZ
2018,Jalal-Abad,Female,KG03,5.02008,KGZ
2019,Jalal-Abad,Female,KG03,3.281917,KGZ
2020,Jalal-Abad,Female,KG03,3.9,KGZ
2021,Jalal-Abad,Female,KG03,8.2,KGZ
2007,Issyk-Kul,,KG02,32.5,KGZ
2008,Issyk-Kul,,KG02,29.3,KGZ
2009,Issyk-Kul,,KG02,23.2,KGZ
2010,Issyk-Kul,,KG02,27.319937,KGZ
2011,Issyk-Kul,,KG02,32.489357,KGZ
2012,Issyk-Kul,,KG02,26.62525,KGZ
2013,Issyk-Kul,,KG02,35.307018,KGZ
2014,Issyk-Kul,,KG02,23.850824,KGZ
2015,Issyk-Kul,,KG02,27.837259,KGZ
2016,Issyk-Kul,,KG02,22.813688,KGZ
2017,Issyk-Kul,,KG02,25.838716,KGZ
2018,Issyk-Kul,,KG02,18.503289,KGZ
2019,Issyk-Kul,,KG02,19.476567,KGZ
2020,Issyk-Kul,,KG02,17.2,KGZ
2021,Issyk-Kul,,KG02,24.8,KGZ
2007,Issyk-Kul,Male,KG02,53.295933,KGZ
2008,Issyk-Kul,Male,KG02,44.588946,KGZ
2009,Issyk-Kul,Male,KG02,39.576622,KGZ
2010,Issyk-Kul,Male,KG02,43.79562,KGZ
2011,Issyk-Kul,Male,KG02,47.468354,KGZ
2012,Issyk-Kul,Male,KG02,39.373602,KGZ
2013,Issyk-Kul,Male,KG02,51.701281,KGZ
2014,Issyk-Kul,Male,KG02,35.371179,KGZ
2015,Issyk-Kul,Male,KG02,42.672414,KGZ
2016,Issyk-Kul,Male,KG02,36.53356,KGZ
2017,Issyk-Kul,Male,KG02,41.457286,KGZ
2018,Issyk-Kul,Male,KG02,29.727498,KGZ
2019,Issyk-Kul,Male,KG02,32.179226,KGZ
2020,Issyk-Kul,Male,KG02,25.4,KGZ
2021,Issyk-Kul,Male,KG02,33.1,KGZ
2007,Issyk-Kul,Female,KG02,12.26158,KGZ
2008,Issyk-Kul,Female,KG02,14.473089,KGZ
2009,Issyk-Kul,Female,KG02,7.20072,KGZ
2010,Issyk-Kul,Female,KG02,11.175682,KGZ
2011,Issyk-Kul,Female,KG02,17.76988,KGZ
2012,Issyk-Kul,Female,KG02,14.084507,KGZ
2013,Issyk-Kul,Female,KG02,19.15542,KGZ
2014,Issyk-Kul,Female,KG02,12.489233,KGZ
2015,Issyk-Kul,Female,KG02,13.191489,KGZ
2016,Issyk-Kul,Female,KG02,9.243697,KGZ
2017,Issyk-Kul,Female,KG02,10.369141,KGZ
2018,Issyk-Kul,Female,KG02,7.371007,KGZ
2019,Issyk-Kul,Female,KG02,6.871463,KGZ
2020,Issyk-Kul,Female,KG02,9.2,KGZ
2021,Issyk-Kul,Female,KG02,16.6,KGZ
2007,Naryn,,KG04,29.2,KGZ
2008,Naryn,,KG04,26.4,KGZ
2009,Naryn,,KG04,28.3,KGZ
2010,Naryn,,KG04,27.617952,KGZ
2011,Naryn,,KG04,26.93475,KGZ
2012,Naryn,,KG04,27.016886,KGZ
2013,Naryn,,KG04,24.842418,KGZ
2014,Naryn,,KG04,28.937729,KGZ
2015,Naryn,,KG04,30.785947,KGZ
2016,Naryn,,KG04,19.685039,KGZ
2017,Naryn,,KG04,26.548673,KGZ
2018,Naryn,,KG04,24.877365,KGZ
2019,Naryn,,KG04,23.586542,KGZ
2020,Naryn,,KG04,16.5,KGZ
2021,Naryn,,KG04,23.9,KGZ
2007,Naryn,Male,KG04,43.947571,KGZ
2008,Naryn,Male,KG04,43.879908,KGZ
2009,Naryn,Male,KG04,43.644717,KGZ
2010,Naryn,Male,KG04,43.939394,KGZ
2011,Naryn,Male,KG04,39.670659,KGZ
2012,Naryn,Male,KG04,45.857988,KGZ
2013,Naryn,Male,KG04,37.98393,KGZ
2014,Naryn,Male,KG04,40.433213,KGZ
2015,Naryn,Male,KG04,42.112777,KGZ
2016,Naryn,Male,KG04,30.324401,KGZ
2017,Naryn,Male,KG04,36.211699,KGZ
2018,Naryn,Male,KG04,37.190083,KGZ
2019,Naryn,Male,KG04,41.581459,KGZ
2020,Naryn,Male,KG04,20.9,KGZ
2021,Naryn,Male,KG04,29.5,KGZ
2007,Naryn,Female,KG04,14.128728,KGZ
2008,Naryn,Female,KG04,8.647799,KGZ
2009,Naryn,Female,KG04,12.529366,KGZ
2010,Naryn,Female,KG04,10.878011,KGZ
2011,Naryn,Female,KG04,13.846154,KGZ
2012,Naryn,Female,KG04,7.616146,KGZ
2013,Naryn,Female,KG04,11.295181,KGZ
2014,Naryn,Female,KG04,17.100372,KGZ
2015,Naryn,Female,KG04,19.117647,KGZ
2016,Naryn,Female,KG04,8.72093,KGZ
2017,Naryn,Female,KG04,16.558675,KGZ
2018,Naryn,Female,KG04,12.125535,KGZ
2019,Naryn,Female,KG04,4.943503,KGZ
2020,Naryn,Female,KG04,11.9,KGZ
2021,Naryn,Female,KG04,18.1,KGZ
2007,Osh,,KG06,13.5,KGZ
2008,Osh,,KG06,15.3,KGZ
2009,Osh,,KG06,14.5,KGZ
2010,Osh,,KG06,14.674493,KGZ
2011,Osh,,KG06,14.745897,KGZ
2012,Osh,,KG06,14.993537,KGZ
2013,Osh,,KG06,14.326648,KGZ
2014,Osh,,KG06,15.484721,KGZ
2015,Osh,,KG06,12.379421,KGZ
2016,Osh,,KG06,11.699121,KGZ
2017,Osh,,KG06,11.761993,KGZ
2018,Osh,,KG06,9.638554,KGZ
2019,Osh,,KG06,11.660517,KGZ
2020,Osh,,KG06,8.8,KGZ
2021,Osh,,KG06,9.6,KGZ
2007,Osh,Male,KG06,20.213157,KGZ
2008,Osh,Male,KG06,25.42219,KGZ
2009,Osh,Male,KG06,22.174535,KGZ
2010,Osh,Male,KG06,22.245763,KGZ
2011,Osh,Male,KG06,23.709902,KGZ
2012,Osh,Male,KG06,23.442847,KGZ
2013,Osh,Male,KG06,23.084644,KGZ
2014,Osh,Male,KG06,24.677235,KGZ
2015,Osh,Male,KG06,17.697704,KGZ
2016,Osh,Male,KG06,17.74043,KGZ
2017,Osh,Male,KG06,16.291108,KGZ
2018,Osh,Male,KG06,14.309137,KGZ
2019,Osh,Male,KG06,19.562044,KGZ
2020,Osh,Male,KG06,14.0,KGZ
2021,Osh,Male,KG06,14.8,KGZ
2007,Osh,Female,KG06,6.721434,KGZ
2008,Osh,Female,KG06,4.979712,KGZ
2009,Osh,Female,KG06,6.723605,KGZ
2010,Osh,Female,KG06,6.989247,KGZ
2011,Osh,Female,KG06,5.656709,KGZ
2012,Osh,Female,KG06,6.422496,KGZ
2013,Osh,Female,KG06,5.434783,KGZ
2014,Osh,Female,KG06,6.144138,KGZ
2015,Osh,Female,KG06,6.971466,KGZ
2016,Osh,Female,KG06,5.546751,KGZ
2017,Osh,Female,KG06,7.142857,KGZ
2018,Osh,Female,KG06,4.869883,KGZ
2019,Osh,Female,KG06,3.58209,KGZ
2020,Osh,Female,KG06,3.4,KGZ
2021,Osh,Female,KG06,4.3,KGZ
2007,Talas,,KG07,15.3,KGZ
2008,Talas,,KG07,17.3,KGZ
2009,Talas,,KG07,16.7,KGZ
2010,Talas,,KG07,19.097222,KGZ
2011,Talas,,KG07,24.400685,KGZ
2012,Talas,,KG07,25.273799,KGZ
2013,Talas,,KG07,23.198012,KGZ
2014,Talas,,KG07,21.606196,KGZ
2015,Talas,,KG07,16.044926,KGZ
2016,Talas,,KG07,17.377567,KGZ
2017,Talas,,KG07,15.564202,KGZ
2018,Talas,,KG07,20.290965,KGZ
2019,Talas,,KG07,13.187641,KGZ
2020,Talas,,KG07,12.6,KGZ
2021,Talas,,KG07,12.1,KGZ
2007,Talas,Male,KG07,21.563342,KGZ
2008,Talas,Male,KG07,26.642984,KGZ
2009,Talas,Male,KG07,25.438596,KGZ
2010,Talas,Male,KG07,29.437229,KGZ
2011,Talas,Male,KG07,38.363171,KGZ
2012,Talas,Male,KG07,41.038526,KGZ
2013,Talas,Male,KG07,35.390947,KGZ
2014,Talas,Male,KG07,36.407767,KGZ
2015,Talas,Male,KG07,23.847377,KGZ
2016,Talas,Male,KG07,26.583268,KGZ
2017,Talas,Male,KG07,27.734977,KGZ
2018,Talas,Male,KG07,29.545455,KGZ
2019,Talas,Male,KG07,20.119225,KGZ
2020,Talas,Male,KG07,20.6,KGZ
2021,Talas,Male,KG07,18.2,KGZ
2007,Talas,Female,KG07,8.976661,KGZ
2008,Talas,Female,KG07,8.007117,KGZ
2009,Talas,Female,KG07,7.922535,KGZ
2010,Talas,Female,KG07,8.70322,KGZ
2011,Talas,Female,KG07,10.318143,KGZ
2012,Talas,Female,KG07,9.322034,KGZ
2013,Talas,Female,KG07,10.842369,KGZ
2014,Talas,Female,KG07,6.573541,KGZ
2015,Talas,Female,KG07,8.097166,KGZ
2016,Talas,Female,KG07,7.980846,KGZ
2017,Talas,Female,KG07,3.144654,KGZ
2018,Talas,Female,KG07,10.835913,KGZ
2019,Talas,Female,KG07,6.097561,KGZ
2020,Talas,Female,KG07,4.5,KGZ
2021,Talas,Female,KG07,5.9,KGZ
2007,Chui,,KG08,31.0,KGZ
2008,Chui,,KG08,28.1,KGZ
2009,Chui,,KG08,23.2,KGZ
2010,Chui,,KG08,19.714145,KGZ
2011,Chui,,KG08,20.031758,KGZ
2012,Chui,,KG08,18.904275,KGZ
2013,Chui,,KG08,24.468085,KGZ
2014,Chui,,KG08,19.953596,KGZ
2015,Chui,,KG08,20.480146,KGZ
2016,Chui,,KG08,18.185875,KGZ
2017,Chui,,KG08,19.923372,KGZ
2018,Chui,,KG08,14.816405,KGZ
2019,Chui,,KG08,15.255129,KGZ
2020,Chui,,KG08,13.3,KGZ
2021,Chui,,KG08,17.3,KGZ
2007,Chui,Male,KG08,46.846847,KGZ
2008,Chui,Male,KG08,43.123246,KGZ
2009,Chui,Male,KG08,38.957754,KGZ
2010,Chui,Male,KG08,29.588766,KGZ
2011,Chui,Male,KG08,29.813665,KGZ
2012,Chui,Male,KG08,29.116712,KGZ
2013,Chui,Male,KG08,36.014406,KGZ
2014,Chui,Male,KG08,29.688973,KGZ
2015,Chui,Male,KG08,30.036969,KGZ
2016,Chui,Male,KG08,26.959674,KGZ
2017,Chui,Male,KG08,29.124055,KGZ
2018,Chui,Male,KG08,20.71522,KGZ
2019,Chui,Male,KG08,22.426314,KGZ
2020,Chui,Male,KG08,21.0,KGZ
2021,Chui,Male,KG08,27.6,KGZ
2007,Chui,Female,KG08,15.632754,KGZ
2008,Chui,Female,KG08,13.533465,KGZ
2009,Chui,Female,KG08,8.056641,KGZ
2010,Chui,Female,KG08,10.174419,KGZ
2011,Chui,Female,KG08,10.57184,KGZ
2012,Chui,Female,KG08,9.009009,KGZ
2013,Chui,Female,KG08,13.271246,KGZ
2014,Chui,Female,KG08,10.511883,KGZ
2015,Chui,Female,KG08,11.208249,KGZ
2016,Chui,Female,KG08,9.672455,KGZ
2017,Chui,Female,KG08,10.99849,KGZ
2018,Chui,Female,KG08,9.094755,KGZ
2019,Chui,Female,KG08,8.293593,KGZ
2020,Chui,Female,KG08,5.9,KGZ
2021,Chui,Female,KG08,7.4,KGZ
2007,Bishkek (city),,KG11,14.4,KGZ
2008,Bishkek (city),,KG11,15.6,KGZ
2009,Bishkek (city),,KG11,13.0,KGZ
2010,Bishkek (city),,KG11,10.080881,KGZ
2011,Bishkek (city),,KG11,9.226156,KGZ
2012,Bishkek (city),,KG11,8.366309,KGZ
2013,Bishkek (city),,KG11,11.490443,KGZ
2014,Bishkek (city),,KG11,7.771182,KGZ
2015,Bishkek (city),,KG11,9.072687,KGZ
2016,Bishkek (city),,KG11,8.458841,KGZ
2017,Bishkek (city),,KG11,8.575464,KGZ
2018,Bishkek (city),,KG11,5.420321,KGZ
2019,Bishkek (city),,KG11,8.552758,KGZ
2020,Bishkek (city),,KG11,6.3,KGZ
2021,Bishkek (city),,KG11,7.8,KGZ
2007,Bishkek (city),Male,KG11,21.047093,KGZ
2008,Bishkek (city),Male,KG11,21.892103,KGZ
2009,Bishkek (city),Male,KG11,19.784173,KGZ
2010,Bishkek (city),Male,KG11,14.650164,KGZ
2011,Bishkek (city),Male,KG11,12.416191,KGZ
2012,Bishkek (city),Male,KG11,11.916342,KGZ
2013,Bishkek (city),Male,KG11,16.8566,KGZ
2014,Bishkek (city),Male,KG11,10.655548,KGZ
2015,Bishkek (city),Male,KG11,13.110307,KGZ
2016,Bishkek (city),Male,KG11,10.154525,KGZ
2017,Bishkek (city),Male,KG11,13.805004,KGZ
2018,Bishkek (city),Male,KG11,7.789474,KGZ
2019,Bishkek (city),Male,KG11,12.297602,KGZ
2020,Bishkek (city),Male,KG11,8.8,KGZ
2021,Bishkek (city),Male,KG11,10.4,KGZ
2007,Bishkek (city),Female,KG11,8.683729,KGZ
2008,Bishkek (city),Female,KG11,10.144274,KGZ
2009,Bishkek (city),Female,KG11,7.106374,KGZ
2010,Bishkek (city),Female,KG11,6.124234,KGZ
2011,Bishkek (city),Female,KG11,6.459948,KGZ
2012,Bishkek (city),Female,KG11,5.282062,KGZ
2013,Bishkek (city),Female,KG11,6.819591,KGZ
2014,Bishkek (city),Female,KG11,5.254648,KGZ
2015,Bishkek (city),Female,KG11,5.53907,KGZ
2016,Bishkek (city),Female,KG11,6.97134,KGZ
2017,Bishkek (city),Female,KG11,3.980288,KGZ
2018,Bishkek (city),Female,KG11,3.335186,KGZ
2019,Bishkek (city),Female,KG11,5.246969,KGZ
2020,Bishkek (city),Female,KG11,4.1,KGZ
2021,Bishkek (city),Female,KG11,5.6,KGZ
2007,Osh (city),,KG21,17.2,KGZ
2008,Osh (city),,KG21,16.7,KGZ
2009,Osh (city),,KG21,15.5,KGZ
2010,Osh (city),,KG21,14.368932,KGZ
2011,Osh (city),,KG21,12.900704,KGZ
2012,Osh (city),,KG21,9.686168,KGZ
2013,Osh (city),,KG21,12.17656,KGZ
2014,Osh (city),,KG21,10.45947,KGZ
2015,Osh (city),,KG21,12.454212,KGZ
2016,Osh (city),,KG21,10.043042,KGZ
2017,Osh (city),,KG21,7.708479,KGZ
2018,Osh (city),,KG21,6.120367,KGZ
2019,Osh (city),,KG21,7.843137,KGZ
2020,Osh (city),,KG21,6.0,KGZ
2021,Osh (city),,KG21,6.7,KGZ
2007,Osh (city),Male,KG21,26.037429,KGZ
2008,Osh (city),Male,KG21,23.481781,KGZ
2009,Osh (city),Male,KG21,22.544283,KGZ
2010,Osh (city),Male,KG21,21.84466,KGZ
2011,Osh (city),Male,KG21,18.760196,KGZ
2012,Osh (city),Male,KG21,14.53958,KGZ
2013,Osh (city),Male,KG21,15.835313,KGZ
2014,Osh (city),Male,KG21,13.188518,KGZ
2015,Osh (city),Male,KG21,20.516717,KGZ
2016,Osh (city),Male,KG21,12.630015,KGZ
2017,Osh (city),Male,KG21,12.327774,KGZ
2018,Osh (city),Male,KG21,9.831461,KGZ
2019,Osh (city),Male,KG21,12.811868,KGZ
2020,Osh (city),Male,KG21,8.4,KGZ
2021,Osh (city),Male,KG21,10.7,KGZ
2007,Osh (city),Female,KG21,8.995502,KGZ
2008,Osh (city),Female,KG21,10.447761,KGZ
2009,Osh (city),Female,KG21,8.928571,KGZ
2010,Osh (city),Female,KG21,7.46826,KGZ
2011,Osh (city),Female,KG21,7.507508,KGZ
2012,Osh (city),Female,KG21,5.212211,KGZ
2013,Osh (city),Female,KG21,8.791209,KGZ
2014,Osh (city),Female,KG21,7.925072,KGZ
2015,Osh (city),Female,KG21,4.950495,KGZ
2016,Osh (city),Female,KG21,7.628294,KGZ
2017,Osh (city),Female,KG21,3.389831,KGZ
2018,Osh (city),Female,KG21,2.636783,KGZ
2019,Osh (city),Female,KG21,3.170577,KGZ
2020,Osh (city),Female,KG21,3.7,KGZ
2021,Osh (city),Female,KG21,3.0,KGZ
