Year,Reference area,GeoCode,Value,M49_country_code
2008,Bishkek (city),KG11,99.586624,KGZ
2009,Bishkek (city),KG11,99.621193,KGZ
2010,Bishkek (city),KG11,99.598067,KGZ
2011,Bishkek (city),KG11,99.46062,KGZ
2012,Bishkek (city),KG11,99.614421,KGZ
2013,Bishkek (city),KG11,99.611183,KGZ
2014,Bishkek (city),KG11,99.609444,KGZ
2015,Bishkek (city),KG11,99.494367,KGZ
2016,Bishkek (city),KG11,99.479551,KGZ
2017,Bishkek (city),KG11,99.5,KGZ
2018,Bishkek (city),KG11,99.6,KGZ
2019,Bishkek (city),KG11,99.478079,KGZ
2020,Bishkek (city),KG11,99.53837,KGZ
2021,Bishkek (city),KG11,99.53837,KGZ
2007,Osh (city),KG21,98.916283,KGZ
2008,Osh (city),KG21,98.982971,KGZ
2009,Osh (city),KG21,98.918685,KGZ
2010,Osh (city),KG21,97.390903,KGZ
2011,Osh (city),KG21,99.342208,KGZ
2012,Osh (city),KG21,98.973247,KGZ
2013,Osh (city),KG21,99.300699,KGZ
2014,Osh (city),KG21,99.388163,KGZ
2015,Osh (city),KG21,99.258076,KGZ
2016,Osh (city),KG21,99.319952,KGZ
2017,Osh (city),KG21,99.5,KGZ
2018,Osh (city),KG21,99.7,KGZ
2019,Osh (city),KG21,99.537118,KGZ
2020,Osh (city),KG21,99.765564,KGZ
2021,Osh (city),KG21,99.765564,KGZ
