Year,Reference area,GeoCode,Value,M49_country_code
2011,Naryn,KG04,1.575064,KGZ
2012,Naryn,KG04,1.53011,KGZ
2013,Naryn,KG04,1.430693,KGZ
2014,Naryn,KG04,1.366601,KGZ
2015,Naryn,KG04,1.342043,KGZ
2016,Naryn,KG04,1.284926,KGZ
2017,Naryn,KG04,1.288293,KGZ
2018,Naryn,KG04,1.232146,KGZ
2019,Naryn,KG04,1.2,KGZ
2020,Naryn,KG04,1.23454,KGZ
2021,Naryn,KG04,1.232652,KGZ
2007,Osh,KG06,4.940158,KGZ
2008,Osh,KG06,4.693844,KGZ
2009,Osh,KG06,4.778368,KGZ
2010,Osh,KG06,4.700996,KGZ
2011,Osh,KG06,4.715643,KGZ
2012,Osh,KG06,4.506557,KGZ
2013,Osh,KG06,4.296044,KGZ
2014,Osh,KG06,4.013868,KGZ
2015,Osh,KG06,4.015779,KGZ
2016,Osh,KG06,3.788525,KGZ
2017,Osh,KG06,3.868011,KGZ
2018,Osh,KG06,3.639299,KGZ
2019,Osh,KG06,3.8,KGZ
2020,Osh,KG06,3.918242,KGZ
2021,Osh,KG06,4.086539,KGZ
2007,Talas,KG07,0.73051,KGZ
2008,Talas,KG07,0.843038,KGZ
2009,Talas,KG07,0.816328,KGZ
2010,Talas,KG07,0.784158,KGZ
2011,Talas,KG07,0.825505,KGZ
2012,Talas,KG07,0.806951,KGZ
2013,Talas,KG07,0.784064,KGZ
2014,Talas,KG07,0.772172,KGZ
2015,Talas,KG07,0.795667,KGZ
2016,Talas,KG07,0.823182,KGZ
2017,Talas,KG07,0.858228,KGZ
2018,Talas,KG07,0.833649,KGZ
2019,Talas,KG07,0.9,KGZ
2020,Talas,KG07,0.84723,KGZ
2021,Talas,KG07,0.848766,KGZ
2007,Chui,KG08,1.958299,KGZ
2008,Chui,KG08,1.994251,KGZ
2009,Chui,KG08,1.939437,KGZ
2010,Chui,KG08,1.922485,KGZ
2011,Chui,KG08,1.949861,KGZ
2012,Chui,KG08,1.969888,KGZ
2013,Chui,KG08,1.916154,KGZ
2014,Chui,KG08,1.902321,KGZ
2015,Chui,KG08,1.905696,KGZ
2016,Chui,KG08,1.915556,KGZ
2017,Chui,KG08,1.90932,KGZ
2018,Chui,KG08,1.9317,KGZ
2019,Chui,KG08,1.9,KGZ
2020,Chui,KG08,2.085763,KGZ
2021,Chui,KG08,2.145666,KGZ
2007,Bishkek (city),KG11,1.509824,KGZ
2008,Bishkek (city),KG11,1.790383,KGZ
2009,Bishkek (city),KG11,1.762552,KGZ
2010,Bishkek (city),KG11,1.755274,KGZ
2011,Bishkek (city),KG11,1.761641,KGZ
2012,Bishkek (city),KG11,1.798812,KGZ
2013,Bishkek (city),KG11,1.753774,KGZ
2014,Bishkek (city),KG11,1.74105,KGZ
2015,Bishkek (city),KG11,1.736014,KGZ
2016,Bishkek (city),KG11,1.742989,KGZ
2017,Bishkek (city),KG11,1.766738,KGZ
2018,Bishkek (city),KG11,1.77006,KGZ
2019,Bishkek (city),KG11,1.8,KGZ
2020,Bishkek (city),KG11,1.80031,KGZ
2021,Bishkek (city),KG11,1.821478,KGZ
2007,Osh (city),KG21,0.492895,KGZ
2008,Osh (city),KG21,0.48253,KGZ
2009,Osh (city),KG21,0.463676,KGZ
2010,Osh (city),KG21,0.473654,KGZ
2011,Osh (city),KG21,0.470606,KGZ
2012,Osh (city),KG21,0.460852,KGZ
2013,Osh (city),KG21,0.454024,KGZ
2014,Osh (city),KG21,0.452311,KGZ
2015,Osh (city),KG21,0.452797,KGZ
2016,Osh (city),KG21,0.445767,KGZ
2017,Osh (city),KG21,0.446591,KGZ
2018,Osh (city),KG21,0.455388,KGZ
2019,Osh (city),KG21,0.5,KGZ
2020,Osh (city),KG21,0.492165,KGZ
2021,Osh (city),KG21,0.519895,KGZ
