Year,Reference area,GeoCode,Value,M49_country_code
2010,Talas,KG07,48.5,KGZ
2011,Talas,KG07,59.3,KGZ
2012,Talas,KG07,58.8,KGZ
2013,Talas,KG07,61.0,KGZ
2014,Talas,KG07,58.2,KGZ
2015,Talas,KG07,36.4,KGZ
2016,Talas,KG07,41.9,KGZ
2017,Talas,KG07,34.9,KGZ
2018,Talas,KG07,37.1,KGZ
2019,Talas,KG07,34.1,KGZ
2020,Talas,KG07,27.2,KGZ
2021,Talas,KG07,24.736925,KGZ
2007,Chui,KG08,38.4,KGZ
2008,Chui,KG08,40.1,KGZ
2009,Chui,KG08,39.3,KGZ
2010,Chui,KG08,44.0,KGZ
2011,Chui,KG08,49.1,KGZ
2012,Chui,KG08,50.3,KGZ
2013,Chui,KG08,52.0,KGZ
2014,Chui,KG08,50.8,KGZ
2015,Chui,KG08,59.7,KGZ
2016,Chui,KG08,47.8,KGZ
2017,Chui,KG08,46.4,KGZ
2018,Chui,KG08,52.1,KGZ
2019,Chui,KG08,51.0,KGZ
2020,Chui,KG08,44.5,KGZ
2021,Chui,KG08,38.926975,KGZ
2007,Bishkek (city),KG11,25.9,KGZ
2008,Bishkek (city),KG11,24.8,KGZ
2009,Bishkek (city),KG11,17.9,KGZ
2010,Bishkek (city),KG11,20.4,KGZ
2011,Bishkek (city),KG11,25.3,KGZ
2012,Bishkek (city),KG11,26.0,KGZ
2013,Bishkek (city),KG11,26.6,KGZ
2014,Bishkek (city),KG11,26.5,KGZ
2015,Bishkek (city),KG11,22.1,KGZ
2016,Bishkek (city),KG11,21.4,KGZ
2017,Bishkek (city),KG11,17.4,KGZ
2018,Bishkek (city),KG11,24.3,KGZ
2019,Bishkek (city),KG11,28.9,KGZ
2020,Bishkek (city),KG11,22.2,KGZ
2021,Bishkek (city),KG11,23.305152,KGZ
2007,Osh (city),KG21,24.2,KGZ
2008,Osh (city),KG21,26.0,KGZ
2009,Osh (city),KG21,23.9,KGZ
2010,Osh (city),KG21,27.0,KGZ
2011,Osh (city),KG21,36.1,KGZ
2012,Osh (city),KG21,43.9,KGZ
2013,Osh (city),KG21,46.7,KGZ
2014,Osh (city),KG21,54.9,KGZ
2015,Osh (city),KG21,52.8,KGZ
2016,Osh (city),KG21,52.6,KGZ
2017,Osh (city),KG21,51.6,KGZ
2018,Osh (city),KG21,65.0,KGZ
2019,Osh (city),KG21,77.0,KGZ
2020,Osh (city),KG21,63.7,KGZ
2021,Osh (city),KG21,69.352892,KGZ
