Year,UNIT_MEASURE,Regions,Area,Sex,Value,M49_country_code,Reference area,GeoCode,unique_id,col_caption_name,col_caption_name1_empty,year,value
2014.0,per 100000 population,Karagandy,,Female,6.63,KAZ,,,,,,,
2014.0,per 100000 population,Kostanay,,Female,6.67,KAZ,,,,,,,
2014.0,per 100000 population,Kyzylorda,,Female,10.71,KAZ,,,,,,,
2014.0,per 100000 population,Mangistau,,Female,7.32,KAZ,,,,,,,
2014.0,per 100000 population,Ontustik Kazakhstan,,Female,8.78,KAZ,,,,,,,
2014.0,per 100000 population,Pavlodar,,Female,6.27,KAZ,,,,,,,
2014.0,per 100000 population,Soltustik Kazakhstan,,Female,5.66,KAZ,,,,,,,
2014.0,per 100000 population,Shygys Kazakhstan,,Female,6.43,KAZ,,,,,,,
2014.0,per 100000 population,Nur-Sultan city,,Female,3.48,KAZ,,,,,,,
2014.0,per 100000 population,Almaty city,,Female,5.69,KAZ,,,,,,,
2014.0,per 100000 population,,urban,Female,7.43,KAZ,,,,,,,
2014.0,per 100000 population,Akmola,urban,Female,9.22,KAZ,,,,,,,
2014.0,per 100000 population,Aktobe,urban,Female,10.52,KAZ,,,,,,,
2014.0,per 100000 population,Almaty,urban,Female,16.12,KAZ,,,,,,,
2014.0,per 100000 population,Atyrau,urban,Female,5.68,KAZ,,,,,,,
2014.0,per 100000 population,Batys Kazakhstan,urban,Female,4.81,KAZ,,,,,,,
2014.0,per 100000 population,Zhambyl,urban,Female,10.36,KAZ,,,,,,,
2014.0,per 100000 population,Karagandy,urban,Female,6.73,KAZ,,,,,,,
2014.0,per 100000 population,Kostanay,urban,Female,4.83,KAZ,,,,,,,
2014.0,per 100000 population,Kyzylorda,urban,Female,13.41,KAZ,,,,,,,
2014.0,per 100000 population,Mangistau,urban,Female,8.45,KAZ,,,,,,,
2014.0,per 100000 population,Ontustik Kazakhstan,urban,Female,9.71,KAZ,,,,,,,
2014.0,per 100000 population,Pavlodar,urban,Female,5.62,KAZ,,,,,,,
2014.0,per 100000 population,Soltustik Kazakhstan,urban,Female,1.51,KAZ,,,,,,,
2014.0,per 100000 population,Shygys Kazakhstan,urban,Female,6.74,KAZ,,,,,,,
2014.0,per 100000 population,Nur-Sultan city,urban,Female,3.48,KAZ,,,,,,,
2014.0,per 100000 population,Almaty city,urban,Female,5.69,KAZ,,,,,,,
2014.0,per 100000 population,,rural,Female,8.44,KAZ,,,,,,,
2014.0,per 100000 population,Akmola,rural,Female,4.08,KAZ,,,,,,,
2014.0,per 100000 population,Aktobe,rural,Female,8.98,KAZ,,,,,,,
2014.0,per 100000 population,Almaty,rural,Female,11.71,KAZ,,,,,,,
2014.0,per 100000 population,Atyrau,rural,Female,12.53,KAZ,,,,,,,
2014.0,per 100000 population,Batys Kazakhstan,rural,Female,5.7,KAZ,,,,,,,
2014.0,per 100000 population,Zhambyl,rural,Female,7.39,KAZ,,,,,,,
2014.0,per 100000 population,Karagandy,rural,Female,6.23,KAZ,,,,,,,
2014.0,per 100000 population,Kostanay,rural,Female,8.77,KAZ,,,,,,,
2014.0,per 100000 population,Kyzylorda,rural,Female,8.6,KAZ,,,,,,,
2014.0,per 100000 population,Mangistau,rural,Female,6.31,KAZ,,,,,,,
2014.0,per 100000 population,Ontustik Kazakhstan,rural,Female,8.07,KAZ,,,,,,,
2014.0,per 100000 population,Pavlodar,rural,Female,7.89,KAZ,,,,,,,
2014.0,per 100000 population,Soltustik Kazakhstan,rural,Female,8.94,KAZ,,,,,,,
2014.0,per 100000 population,Shygys Kazakhstan,rural,Female,5.94,KAZ,,,,,,,
2015.0,per 100000 population,,,,15.16,KAZ,,,,,,,
2015.0,per 100000 population,Akmola,,,10.803657037907332,KAZ,,,,,,,
2015.0,per 100000 population,Aktobe,,,15.2,KAZ,,,,,,,
2015.0,per 100000 population,Almaty,,,24.29,KAZ,,,,,,,
2015.0,per 100000 population,Atyrau,,,12.08,KAZ,,,,,,,
2015.0,per 100000 population,Batys Kazakhstan,,,15.153476302172944,KAZ,,,,,,,
2015.0,per 100000 population,Zhambyl,,,21.91,KAZ,,,,,,,
2015.0,per 100000 population,Karagandy,,,13.83,KAZ,,,,,,,
2015.0,per 100000 population,Kostanay,,,14.5,KAZ,,,,,,,
2015.0,per 100000 population,Kyzylorda,,,13.0429627287459,KAZ,,,,,,,
2015.0,per 100000 population,Mangistau,,,14.1,KAZ,,,,,,,
2015.0,per 100000 population,Ontustik Kazakhstan,,,17.552661537783703,KAZ,,,,,,,
2015.0,per 100000 population,Pavlodar,,,12.55,KAZ,,,,,,,
2015.0,per 100000 population,Soltustik Kazakhstan,,,10.337963806613494,KAZ,,,,,,,
2015.0,per 100000 population,Shygys Kazakhstan,,,14.47,KAZ,,,,,,,
2015.0,per 100000 population,Nur-Sultan city,,,8.35,KAZ,,,,,,,
2015.0,per 100000 population,Almaty city,,,8.79,KAZ,,,,,,,
2015.0,per 100000 population,,urban,,13.0,KAZ,,,,,,,
2015.0,per 100000 population,Akmola,urban,,10.31,KAZ,,,,,,,
2015.0,per 100000 population,Aktobe,urban,,14.54,KAZ,,,,,,,
2015.0,per 100000 population,Almaty,urban,,28.61,KAZ,,,,,,,
2015.0,per 100000 population,Atyrau,urban,,8.25,KAZ,,,,,,,
2015.0,per 100000 population,Batys Kazakhstan,urban,,15.56,KAZ,,,,,,,
2015.0,per 100000 population,Zhambyl,urban,,19.28,KAZ,,,,,,,
2015.0,per 100000 population,Karagandy,urban,,13.36,KAZ,,,,,,,
2015.0,per 100000 population,Kostanay,urban,,11.64,KAZ,,,,,,,
2015.0,per 100000 population,Kyzylorda,urban,,13.66,KAZ,,,,,,,
2015.0,per 100000 population,Mangistau,urban,,15.56,KAZ,,,,,,,
2015.0,per 100000 population,Ontustik Kazakhstan,urban,,16.55,KAZ,,,,,,,
2015.0,per 100000 population,Pavlodar,urban,,10.9,KAZ,,,,,,,
2015.0,per 100000 population,Soltustik Kazakhstan,urban,,10.16,KAZ,,,,,,,
2015.0,per 100000 population,Shygys Kazakhstan,urban,,10.94,KAZ,,,,,,,
2015.0,per 100000 population,Nur-Sultan city,urban,,8.35,KAZ,,,,,,,
2015.0,per 100000 population,Almaty city,urban,,8.79,KAZ,,,,,,,
2015.0,per 100000 population,,rural,,17.97,KAZ,,,,,,,
2015.0,per 100000 population,Akmola,rural,,11.25,KAZ,,,,,,,
2015.0,per 100000 population,Aktobe,rural,,16.31,KAZ,,,,,,,
2015.0,per 100000 population,Almaty,rural,,22.91,KAZ,,,,,,,
2015.0,per 100000 population,Atyrau,rural,,15.53,KAZ,,,,,,,
2015.0,per 100000 population,Batys Kazakhstan,rural,,14.75,KAZ,,,,,,,
2015.0,per 100000 population,Zhambyl,rural,,23.69,KAZ,,,,,,,
2015.0,per 100000 population,Karagandy,rural,,15.57,KAZ,,,,,,,
2015.0,per 100000 population,Kostanay,rural,,17.67,KAZ,,,,,,,
2015.0,per 100000 population,Kyzylorda,rural,,12.57,KAZ,,,,,,,
2015.0,per 100000 population,Mangistau,rural,,12.97,KAZ,,,,,,,
2015.0,per 100000 population,Ontustik Kazakhstan,rural,,18.36,KAZ,,,,,,,
2015.0,per 100000 population,Pavlodar,rural,,16.45,KAZ,,,,,,,
2015.0,per 100000 population,Soltustik Kazakhstan,rural,,10.47,KAZ,,,,,,,
2015.0,per 100000 population,Shygys Kazakhstan,rural,,19.68,KAZ,,,,,,,
2015.0,per 100000 population,,,Male,23.38,KAZ,,,,,,,
2015.0,per 100000 population,Akmola,,Male,14.54,KAZ,,,,,,,
2015.0,per 100000 population,Aktobe,,Male,23.73,KAZ,,,,,,,
2015.0,per 100000 population,Almaty,,Male,37.07,KAZ,,,,,,,
2015.0,per 100000 population,Atyrau,,Male,17.66,KAZ,,,,,,,
2015.0,per 100000 population,Batys Kazakhstan,,Male,21.89,KAZ,,,,,,,
2015.0,per 100000 population,Zhambyl,,Male,33.95,KAZ,,,,,,,
2015.0,per 100000 population,Karagandy,,Male,22.8,KAZ,,,,,,,
2015.0,per 100000 population,Kostanay,,Male,23.01,KAZ,,,,,,,
2015.0,per 100000 population,Kyzylorda,,Male,20.04,KAZ,,,,,,,
2015.0,per 100000 population,Mangistau,,Male,20.53,KAZ,,,,,,,
2015.0,per 100000 population,Ontustik Kazakhstan,,Male,27.32,KAZ,,,,,,,
2015.0,per 100000 population,Pavlodar,,Male,18.2,KAZ,,,,,,,
2015.0,per 100000 population,Soltustik Kazakhstan,,Male,17.27,KAZ,,,,,,,
2015.0,per 100000 population,Shygys Kazakhstan,,Male,21.67,KAZ,,,,,,,
2015.0,per 100000 population,Nur-Sultan city,,Male,12.5,KAZ,,,,,,,
2015.0,per 100000 population,Almaty city,,Male,13.86,KAZ,,,,,,,
2015.0,per 100000 population,,urban,Male,19.77,KAZ,,,,,,,
2015.0,per 100000 population,Akmola,urban,Male,12.22,KAZ,,,,,,,
2015.0,per 100000 population,Aktobe,urban,Male,23.33,KAZ,,,,,,,
2015.0,per 100000 population,Almaty,urban,Male,40.74,KAZ,,,,,,,
2015.0,per 100000 population,Atyrau,urban,Male,12.0,KAZ,,,,,,,
2015.0,per 100000 population,Batys Kazakhstan,urban,Male,19.89,KAZ,,,,,,,
2015.0,per 100000 population,Zhambyl,urban,Male,29.35,KAZ,,,,,,,
2015.0,per 100000 population,Karagandy,urban,Male,22.45,KAZ,,,,,,,
2015.0,per 100000 population,Kostanay,urban,Male,17.89,KAZ,,,,,,,
2015.0,per 100000 population,Kyzylorda,urban,Male,20.49,KAZ,,,,,,,
2015.0,per 100000 population,Mangistau,urban,Male,20.7,KAZ,,,,,,,
2015.0,per 100000 population,Ontustik Kazakhstan,urban,Male,25.25,KAZ,,,,,,,
2015.0,per 100000 population,Pavlodar,urban,Male,15.91,KAZ,,,,,,,
2015.0,per 100000 population,Soltustik Kazakhstan,urban,Male,17.04,KAZ,,,,,,,
2015.0,per 100000 population,Shygys Kazakhstan,urban,Male,16.96,KAZ,,,,,,,
2015.0,per 100000 population,Nur-Sultan city,urban,Male,12.5,KAZ,,,,,,,
2015.0,per 100000 population,Almaty city,urban,Male,13.86,KAZ,,,,,,,
2015.0,per 100000 population,,rural,Male,27.81,KAZ,,,,,,,
2015.0,per 100000 population,Akmola,rural,Male,16.49,KAZ,,,,,,,
2015.0,per 100000 population,Aktobe,rural,Male,24.34,KAZ,,,,,,,
2015.0,per 100000 population,Almaty,rural,Male,35.95,KAZ,,,,,,,
2015.0,per 100000 population,Atyrau,rural,Male,22.51,KAZ,,,,,,,
2015.0,per 100000 population,Batys Kazakhstan,rural,Male,23.7,KAZ,,,,,,,
2015.0,per 100000 population,Zhambyl,rural,Male,36.88,KAZ,,,,,,,
2015.0,per 100000 population,Karagandy,rural,Male,24.02,KAZ,,,,,,,
2015.0,per 100000 population,Kostanay,rural,Male,28.31,KAZ,,,,,,,
2015.0,per 100000 population,Kyzylorda,rural,Male,19.7,KAZ,,,,,,,
2015.0,per 100000 population,Mangistau,rural,Male,20.4,KAZ,,,,,,,
2015.0,per 100000 population,Ontustik Kazakhstan,rural,Male,28.93,KAZ,,,,,,,
2015.0,per 100000 population,Pavlodar,rural,Male,23.2,KAZ,,,,,,,
2015.0,per 100000 population,Soltustik Kazakhstan,rural,Male,17.44,KAZ,,,,,,,
2015.0,per 100000 population,Shygys Kazakhstan,rural,Male,28.09,KAZ,,,,,,,
2015.0,per 100000 population,,,Female,7.47,KAZ,,,,,,,
2015.0,per 100000 population,Akmola,,Female,7.32,KAZ,,,,,,,
2015.0,per 100000 population,Aktobe,,Female,7.24,KAZ,,,,,,,
2015.0,per 100000 population,Almaty,,Female,11.91,KAZ,,,,,,,
2015.0,per 100000 population,Atyrau,,Female,6.69,KAZ,,,,,,,
2015.0,per 100000 population,Batys Kazakhstan,,Female,8.86,KAZ,,,,,,,
2015.0,per 100000 population,Zhambyl,,Female,10.31,KAZ,,,,,,,
2015.0,per 100000 population,Karagandy,,Female,5.77,KAZ,,,,,,,
2015.0,per 100000 population,Kostanay,,Female,6.88,KAZ,,,,,,,
2015.0,per 100000 population,Kyzylorda,,Female,6.06,KAZ,,,,,,,
2015.0,per 100000 population,Mangistau,,Female,7.74,KAZ,,,,,,,
2015.0,per 100000 population,Ontustik Kazakhstan,,Female,7.91,KAZ,,,,,,,
2015.0,per 100000 population,Pavlodar,,Female,7.5,KAZ,,,,,,,
2015.0,per 100000 population,Soltustik Kazakhstan,,Female,4.02,KAZ,,,,,,,
2015.0,per 100000 population,Shygys Kazakhstan,,Female,7.93,KAZ,,,,,,,
2015.0,per 100000 population,Nur-Sultan city,,Female,4.48,KAZ,,,,,,,
2015.0,per 100000 population,Almaty city,,Female,4.52,KAZ,,,,,,,
2015.0,per 100000 population,,urban,Female,6.99,KAZ,,,,,,,
2015.0,per 100000 population,Akmola,urban,Female,8.62,KAZ,,,,,,,
2015.0,per 100000 population,Aktobe,urban,Female,6.63,KAZ,,,,,,,
2015.0,per 100000 population,Almaty,urban,Female,17.55,KAZ,,,,,,,
2015.0,per 100000 population,Atyrau,urban,Female,4.81,KAZ,,,,,,,
2015.0,per 100000 population,Batys Kazakhstan,urban,Female,11.83,KAZ,,,,,,,
2015.0,per 100000 population,Zhambyl,urban,Female,10.22,KAZ,,,,,,,
2015.0,per 100000 population,Karagandy,urban,Female,5.47,KAZ,,,,,,,
2015.0,per 100000 population,Kostanay,urban,Female,6.36,KAZ,,,,,,,
2015.0,per 100000 population,Kyzylorda,urban,Female,7.13,KAZ,,,,,,,
2015.0,per 100000 population,Mangistau,urban,Female,10.4,KAZ,,,,,,,
2015.0,per 100000 population,Ontustik Kazakhstan,urban,Female,8.33,KAZ,,,,,,,
2015.0,per 100000 population,Pavlodar,urban,Female,6.62,KAZ,,,,,,,
2015.0,per 100000 population,Soltustik Kazakhstan,urban,Female,4.46,KAZ,,,,,,,
2015.0,per 100000 population,Shygys Kazakhstan,urban,Female,5.8,KAZ,,,,,,,
2015.0,per 100000 population,Nur-Sultan city,urban,Female,4.48,KAZ,,,,,,,
2015.0,per 100000 population,Almaty city,urban,Female,4.52,KAZ,,,,,,,
2015.0,per 100000 population,,rural,Female,8.13,KAZ,,,,,,,
2015.0,per 100000 population,Akmola,rural,Female,6.09,KAZ,,,,,,,
2015.0,per 100000 population,Aktobe,rural,Female,8.3,KAZ,,,,,,,
2015.0,per 100000 population,Almaty,rural,Female,10.03,KAZ,,,,,,,
2015.0,per 100000 population,Atyrau,rural,Female,8.46,KAZ,,,,,,,
2015.0,per 100000 population,Batys Kazakhstan,rural,Female,5.68,KAZ,,,,,,,
2015.0,per 100000 population,Zhambyl,rural,Female,10.37,KAZ,,,,,,,
2015.0,per 100000 population,Karagandy,rural,Female,6.98,KAZ,,,,,,,
2015.0,per 100000 population,Kostanay,rural,Female,7.48,KAZ,,,,,,,
2015.0,per 100000 population,Kyzylorda,rural,Female,5.2,KAZ,,,,,,,
2015.0,per 100000 population,Mangistau,rural,Female,5.7,KAZ,,,,,,,
2015.0,per 100000 population,Ontustik Kazakhstan,rural,Female,7.56,KAZ,,,,,,,
2015.0,per 100000 population,Pavlodar,rural,Female,9.74,KAZ,,,,,,,
2015.0,per 100000 population,Soltustik Kazakhstan,rural,Female,3.66,KAZ,,,,,,,
2015.0,per 100000 population,Shygys Kazakhstan,rural,Female,11.32,KAZ,,,,,,,
2016.0,per 100000 population,,,,15.27,KAZ,,,,,,,
2016.0,per 100000 population,Akmola,,,12.98,KAZ,,,,,,,
2016.0,per 100000 population,Aktobe,,,11.19,KAZ,,,,,,,
2016.0,per 100000 population,Almaty,,,23.51,KAZ,,,,,,,
2016.0,per 100000 population,Atyrau,,,11.98,KAZ,,,,,,,
2016.0,per 100000 population,Batys Kazakhstan,,,14.24,KAZ,,,,,,,
2016.0,per 100000 population,Zhambyl,,,22.46,KAZ,,,,,,,
2016.0,per 100000 population,Karagandy,,,11.92,KAZ,,,,,,,
2016.0,per 100000 population,Kostanay,,,9.3,KAZ,,,,,,,
2016.0,per 100000 population,Kyzylorda,,,17.94,KAZ,,,,,,,
2016.0,per 100000 population,Mangistau,,,16.23,KAZ,,,,,,,
2016.0,per 100000 population,Ontustik Kazakhstan,,,19.93,KAZ,,,,,,,
2016.0,per 100000 population,Pavlodar,,,12.67,KAZ,,,,,,,
2016.0,per 100000 population,Soltustik Kazakhstan,,,9.36,KAZ,,,,,,,
2016.0,per 100000 population,Shygys Kazakhstan,,,15.08,KAZ,,,,,,,
2016.0,per 100000 population,Nur-Sultan city,,,8.67,KAZ,,,,,,,
2016.0,per 100000 population,Almaty city,,,9.03,KAZ,,,,,,,
2016.0,per 100000 population,,urban,,12.49,KAZ,,,,,,,
2016.0,per 100000 population,Akmola,urban,,10.86,KAZ,,,,,,,
2016.0,per 100000 population,Aktobe,urban,,10.26,KAZ,,,,,,,
2016.0,per 100000 population,Almaty,urban,,24.32,KAZ,,,,,,,
2016.0,per 100000 population,Atyrau,urban,,10.78,KAZ,,,,,,,
2016.0,per 100000 population,Batys Kazakhstan,urban,,13.09,KAZ,,,,,,,
2016.0,per 100000 population,Zhambyl,urban,,20.26,KAZ,,,,,,,
2016.0,per 100000 population,Karagandy,urban,,11.02,KAZ,,,,,,,
2016.0,per 100000 population,Kostanay,urban,,7.26,KAZ,,,,,,,
2016.0,per 100000 population,Kyzylorda,urban,,12.16,KAZ,,,,,,,
2016.0,per 100000 population,Mangistau,urban,,12.16,KAZ,,,,,,,
2016.0,per 100000 population,Ontustik Kazakhstan,urban,,19.07,KAZ,,,,,,,
2016.0,per 100000 population,Pavlodar,urban,,10.1,KAZ,,,,,,,
2016.0,per 100000 population,Soltustik Kazakhstan,urban,,9.63,KAZ,,,,,,,
2016.0,per 100000 population,Shygys Kazakhstan,urban,,12.78,KAZ,,,,,,,
2016.0,per 100000 population,Nur-Sultan city,urban,,8.67,KAZ,,,,,,,
2016.0,per 100000 population,Almaty city,urban,,9.03,KAZ,,,,,,,
2016.0,per 100000 population,,rural,,18.98,KAZ,,,,,,,
2016.0,per 100000 population,Akmola,rural,,14.89,KAZ,,,,,,,
2016.0,per 100000 population,Aktobe,rural,,12.75,KAZ,,,,,,,
2016.0,per 100000 population,Almaty,rural,,23.25,KAZ,,,,,,,
2016.0,per 100000 population,Atyrau,rural,,13.08,KAZ,,,,,,,
2016.0,per 100000 population,Batys Kazakhstan,rural,,15.39,KAZ,,,,,,,
2016.0,per 100000 population,Zhambyl,rural,,23.95,KAZ,,,,,,,
2016.0,per 100000 population,Karagandy,rural,,15.38,KAZ,,,,,,,
2016.0,per 100000 population,Kostanay,rural,,11.61,KAZ,,,,,,,
2016.0,per 100000 population,Kyzylorda,rural,,22.46,KAZ,,,,,,,
2016.0,per 100000 population,Mangistau,rural,,19.6,KAZ,,,,,,,
2016.0,per 100000 population,Ontustik Kazakhstan,rural,,20.64,KAZ,,,,,,,
2016.0,per 100000 population,Pavlodar,rural,,18.82,KAZ,,,,,,,
2016.0,per 100000 population,Soltustik Kazakhstan,rural,,9.14,KAZ,,,,,,,
2016.0,per 100000 population,Shygys Kazakhstan,rural,,18.54,KAZ,,,,,,,
2016.0,per 100000 population,,,Male,23.3,KAZ,,,,,,,
2016.0,per 100000 population,Akmola,,Male,19.58,KAZ,,,,,,,
2016.0,per 100000 population,Aktobe,,Male,16.74,KAZ,,,,,,,
2016.0,per 100000 population,Almaty,,Male,36.45,KAZ,,,,,,,
2016.0,per 100000 population,Atyrau,,Male,15.9,KAZ,,,,,,,
2016.0,per 100000 population,Batys Kazakhstan,,Male,23.95,KAZ,,,,,,,
2016.0,per 100000 population,Zhambyl,,Male,33.84,KAZ,,,,,,,
2016.0,per 100000 population,Karagandy,,Male,18.16,KAZ,,,,,,,
2016.0,per 100000 population,Kostanay,,Male,13.9,KAZ,,,,,,,
2016.0,per 100000 population,Kyzylorda,,Male,27.29,KAZ,,,,,,,
2016.0,per 100000 population,Mangistau,,Male,24.05,KAZ,,,,,,,
2016.0,per 100000 population,Ontustik Kazakhstan,,Male,29.39,KAZ,,,,,,,
2016.0,per 100000 population,Pavlodar,,Male,21.24,KAZ,,,,,,,
2016.0,per 100000 population,Soltustik Kazakhstan,,Male,15.91,KAZ,,,,,,,
2016.0,per 100000 population,Shygys Kazakhstan,,Male,23.66,KAZ,,,,,,,
2016.0,per 100000 population,Nur-Sultan city,,Male,12.59,KAZ,,,,,,,
2016.0,per 100000 population,Almaty city,,Male,12.66,KAZ,,,,,,,
2016.0,per 100000 population,,urban,Male,18.54,KAZ,,,,,,,
2016.0,per 100000 population,Akmola,urban,Male,15.22,KAZ,,,,,,,
2016.0,per 100000 population,Aktobe,urban,Male,15.63,KAZ,,,,,,,
2016.0,per 100000 population,Almaty,urban,Male,38.97,KAZ,,,,,,,
2016.0,per 100000 population,Atyrau,urban,Male,12.34,KAZ,,,,,,,
2016.0,per 100000 population,Batys Kazakhstan,urban,Male,22.89,KAZ,,,,,,,
2016.0,per 100000 population,Zhambyl,urban,Male,29.12,KAZ,,,,,,,
2016.0,per 100000 population,Karagandy,urban,Male,16.25,KAZ,,,,,,,
2016.0,per 100000 population,Kostanay,urban,Male,11.65,KAZ,,,,,,,
2016.0,per 100000 population,Kyzylorda,urban,Male,18.8,KAZ,,,,,,,
2016.0,per 100000 population,Mangistau,urban,Male,16.14,KAZ,,,,,,,
2016.0,per 100000 population,Ontustik Kazakhstan,urban,Male,26.91,KAZ,,,,,,,
2016.0,per 100000 population,Pavlodar,urban,Male,17.04,KAZ,,,,,,,
2016.0,per 100000 population,Soltustik Kazakhstan,urban,Male,14.16,KAZ,,,,,,,
2016.0,per 100000 population,Shygys Kazakhstan,urban,Male,19.68,KAZ,,,,,,,
2016.0,per 100000 population,Nur-Sultan city,urban,Male,12.59,KAZ,,,,,,,
2016.0,per 100000 population,Almaty city,urban,Male,12.66,KAZ,,,,,,,
2016.0,per 100000 population,,rural,Male,29.25,KAZ,,,,,,,
2016.0,per 100000 population,Akmola,rural,Male,23.29,KAZ,,,,,,,
2016.0,per 100000 population,Aktobe,rural,Male,18.5,KAZ,,,,,,,
2016.0,per 100000 population,Almaty,rural,Male,35.68,KAZ,,,,,,,
2016.0,per 100000 population,Atyrau,rural,Male,19.01,KAZ,,,,,,,
2016.0,per 100000 population,Batys Kazakhstan,rural,Male,24.92,KAZ,,,,,,,
2016.0,per 100000 population,Zhambyl,rural,Male,36.85,KAZ,,,,,,,
2016.0,per 100000 population,Karagandy,rural,Male,24.91,KAZ,,,,,,,
2016.0,per 100000 population,Kostanay,rural,Male,16.28,KAZ,,,,,,,
2016.0,per 100000 population,Kyzylorda,rural,Male,33.67,KAZ,,,,,,,
2016.0,per 100000 population,Mangistau,rural,Male,30.55,KAZ,,,,,,,
2016.0,per 100000 population,Ontustik Kazakhstan,rural,Male,31.36,KAZ,,,,,,,
2016.0,per 100000 population,Pavlodar,rural,Male,30.53,KAZ,,,,,,,
2016.0,per 100000 population,Soltustik Kazakhstan,rural,Male,17.16,KAZ,,,,,,,
2016.0,per 100000 population,Shygys Kazakhstan,rural,Male,29.19,KAZ,,,,,,,
2016.0,per 100000 population,,,Female,7.76,KAZ,,,,,,,
2016.0,per 100000 population,Akmola,,Female,6.81,KAZ,,,,,,,
2016.0,per 100000 population,Aktobe,,Female,5.99,KAZ,,,,,,,
2016.0,per 100000 population,Almaty,,Female,10.93,KAZ,,,,,,,
2016.0,per 100000 population,Atyrau,,Female,8.18,KAZ,,,,,,,
2016.0,per 100000 population,Batys Kazakhstan,,Female,5.15,KAZ,,,,,,,
2016.0,per 100000 population,Zhambyl,,Female,11.48,KAZ,,,,,,,
2016.0,per 100000 population,Karagandy,,Female,6.32,KAZ,,,,,,,
2016.0,per 100000 population,Kostanay,,Female,5.17,KAZ,,,,,,,
2016.0,per 100000 population,Kyzylorda,,Female,8.58,KAZ,,,,,,,
2016.0,per 100000 population,Mangistau,,Female,8.47,KAZ,,,,,,,
2016.0,per 100000 population,Ontustik Kazakhstan,,Female,10.57,KAZ,,,,,,,
2016.0,per 100000 population,Pavlodar,,Female,5.0,KAZ,,,,,,,
2016.0,per 100000 population,Soltustik Kazakhstan,,Female,3.38,KAZ,,,,,,,
2016.0,per 100000 population,Shygys Kazakhstan,,Female,7.27,KAZ,,,,,,,
2016.0,per 100000 population,Nur-Sultan city,,Female,5.02,KAZ,,,,,,,
2016.0,per 100000 population,Almaty city,,Female,5.97,KAZ,,,,,,,
2016.0,per 100000 population,,urban,Female,7.12,KAZ,,,,,,,
2016.0,per 100000 population,Akmola,urban,Female,7.0,KAZ,,,,,,,
2016.0,per 100000 population,Aktobe,urban,Female,5.42,KAZ,,,,,,,
2016.0,per 100000 population,Almaty,urban,Female,10.93,KAZ,,,,,,,
2016.0,per 100000 population,Atyrau,urban,Female,9.35,KAZ,,,,,,,
2016.0,per 100000 population,Batys Kazakhstan,urban,Female,4.64,KAZ,,,,,,,
2016.0,per 100000 population,Zhambyl,urban,Female,12.28,KAZ,,,,,,,
2016.0,per 100000 population,Karagandy,urban,Female,6.48,KAZ,,,,,,,
2016.0,per 100000 population,Kostanay,urban,Female,3.55,KAZ,,,,,,,
2016.0,per 100000 population,Kyzylorda,urban,Female,5.8,KAZ,,,,,,,
2016.0,per 100000 population,Mangistau,urban,Female,8.26,KAZ,,,,,,,
2016.0,per 100000 population,Ontustik Kazakhstan,urban,Female,11.63,KAZ,,,,,,,
2016.0,per 100000 population,Pavlodar,urban,Female,4.16,KAZ,,,,,,,
2016.0,per 100000 population,Soltustik Kazakhstan,urban,Female,5.88,KAZ,,,,,,,
2016.0,per 100000 population,Shygys Kazakhstan,urban,Female,6.87,KAZ,,,,,,,
2016.0,per 100000 population,Nur-Sultan city,urban,Female,5.02,KAZ,,,,,,,
2016.0,per 100000 population,Almaty city,urban,Female,5.97,KAZ,,,,,,,
2016.0,per 100000 population,,rural,Female,8.66,KAZ,,,,,,,
2016.0,per 100000 population,Akmola,rural,Female,6.63,KAZ,,,,,,,
2016.0,per 100000 population,Aktobe,rural,Female,7.01,KAZ,,,,,,,
2016.0,per 100000 population,Almaty,rural,Female,10.93,KAZ,,,,,,,
2016.0,per 100000 population,Atyrau,rural,Female,7.07,KAZ,,,,,,,
2016.0,per 100000 population,Batys Kazakhstan,rural,Female,5.7,KAZ,,,,,,,
2016.0,per 100000 population,Zhambyl,rural,Female,10.9,KAZ,,,,,,,
2016.0,per 100000 population,Karagandy,rural,Female,5.65,KAZ,,,,,,,
2016.0,per 100000 population,Kostanay,rural,Female,7.12,KAZ,,,,,,,
2016.0,per 100000 population,Kyzylorda,rural,Female,10.85,KAZ,,,,,,,
2016.0,per 100000 population,Mangistau,rural,Female,8.65,KAZ,,,,,,,
2016.0,per 100000 population,Ontustik Kazakhstan,rural,Female,9.67,KAZ,,,,,,,
2016.0,per 100000 population,Pavlodar,rural,Female,7.15,KAZ,,,,,,,
2016.0,per 100000 population,Soltustik Kazakhstan,rural,Female,1.25,KAZ,,,,,,,
2016.0,per 100000 population,Shygys Kazakhstan,rural,Female,7.91,KAZ,,,,,,,
2017.0,per 100000 population,,,,13.04,KAZ,,,,,,,
2017.0,per 100000 population,Akmola,,,15.2,KAZ,,,,,,,
2017.0,per 100000 population,Aktobe,,,10.68,KAZ,,,,,,,
2017.0,per 100000 population,Almaty,,,19.8,KAZ,,,,,,,
2017.0,per 100000 population,Atyrau,,,8.96,KAZ,,,,,,,
2017.0,per 100000 population,Batys Kazakhstan,,,15.21,KAZ,,,,,,,
2017.0,per 100000 population,Zhambyl,,,17.2,KAZ,,,,,,,
2017.0,per 100000 population,Karagandy,,,11.8,KAZ,,,,,,,
2017.0,per 100000 population,Kostanay,,,10.37,KAZ,,,,,,,
2017.0,per 100000 population,Kyzylorda,,,11.44,KAZ,,,,,,,
