Year,Age,Area,Regions,Value,M49_country_code,Reference area,GeoCode,unique_id,col_caption_name,col_caption_name1_empty,year,value
2017.0,age: 10-14 years old,,Kostanay,0.0384341910563637,KAZ,,,,,,,
2017.0,age: 10-14 years old,,Kyzylorda,0.0,KAZ,,,,,,,
2017.0,age: 10-14 years old,,Mangistau,0.0,KAZ,,,,,,,
2017.0,age: 10-14 years old,,Ontustik Kazakhstan,0.0147451847755967,KAZ,,,,,,,
2017.0,age: 10-14 years old,,Pavlodar,0.0,KAZ,,,,,,,
2017.0,age: 10-14 years old,,Soltustik Kazakhstan,0.0,KAZ,,,,,,,
2017.0,age: 10-14 years old,,Shygys Kazakhstan,0.0690067626627409,KAZ,,,,,,,
2017.0,age: 10-14 years old,,Nur-Sultan city,0.0,KAZ,,,,,,,
2017.0,age: 10-14 years old,,Almaty city,0.0209305732884023,KAZ,,,,,,,
2017.0,age: 10-14 years old,urban,,0.0182590039713333,KAZ,,,,,,,
2017.0,age: 10-14 years old,urban,Akmola,0.0,KAZ,,,,,,,
2017.0,age: 10-14 years old,urban,Aktobe,0.0,KAZ,,,,,,,
2017.0,age: 10-14 years old,urban,Almaty,0.1217952621643018,KAZ,,,,,,,
2017.0,age: 10-14 years old,urban,Atyrau,0.0,KAZ,,,,,,,
2017.0,age: 10-14 years old,urban,Batys Kazakhstan,0.1081314878892733,KAZ,,,,,,,
2017.0,age: 10-14 years old,urban,Zhambyl,0.0,KAZ,,,,,,,
2017.0,age: 10-14 years old,urban,Karagandy,0.0,KAZ,,,,,,,
2017.0,age: 10-14 years old,urban,Kostanay,0.0814597588791137,KAZ,,,,,,,
2017.0,age: 10-14 years old,urban,Kyzylorda,0.0,KAZ,,,,,,,
2017.0,age: 10-14 years old,urban,Mangistau,0.0,KAZ,,,,,,,
2017.0,age: 10-14 years old,urban,Ontustik Kazakhstan,0.0,KAZ,,,,,,,
2017.0,age: 10-14 years old,urban,Pavlodar,0.0,KAZ,,,,,,,
2017.0,age: 10-14 years old,urban,Soltustik Kazakhstan,0.0,KAZ,,,,,,,
2017.0,age: 10-14 years old,urban,Shygys Kazakhstan,0.0435094741880044,KAZ,,,,,,,
2017.0,age: 10-14 years old,urban,Nur-Sultan city,0.0,KAZ,,,,,,,
2017.0,age: 10-14 years old,urban,Almaty city,0.0209305732884023,KAZ,,,,,,,
2017.0,age: 10-14 years old,rural,,0.0218795468433283,KAZ,,,,,,,
2017.0,age: 10-14 years old,rural,Akmola,0.0,KAZ,,,,,,,
2017.0,age: 10-14 years old,rural,Aktobe,0.0,KAZ,,,,,,,
2017.0,age: 10-14 years old,rural,Almaty,0.0170747532698152,KAZ,,,,,,,
2017.0,age: 10-14 years old,rural,Atyrau,0.0,KAZ,,,,,,,
2017.0,age: 10-14 years old,rural,Batys Kazakhstan,0.0837030216790826,KAZ,,,,,,,
2017.0,age: 10-14 years old,rural,Zhambyl,0.0,KAZ,,,,,,,
2017.0,age: 10-14 years old,rural,Karagandy,0.0886760663296976,KAZ,,,,,,,
2017.0,age: 10-14 years old,rural,Kostanay,0.0,KAZ,,,,,,,
2017.0,age: 10-14 years old,rural,Kyzylorda,0.0,KAZ,,,,,,,
2017.0,age: 10-14 years old,rural,Mangistau,0.0,KAZ,,,,,,,
2017.0,age: 10-14 years old,rural,Ontustik Kazakhstan,0.0254224900057836,KAZ,,,,,,,
2017.0,age: 10-14 years old,rural,Pavlodar,0.0,KAZ,,,,,,,
2017.0,age: 10-14 years old,rural,Soltustik Kazakhstan,0.0,KAZ,,,,,,,
2017.0,age: 10-14 years old,rural,Shygys Kazakhstan,0.0999125764955663,KAZ,,,,,,,
2017.0,15-19,,,24.904794458158783,KAZ,,,,,,,
2017.0,,,Akmola,24.91103202846975,KAZ,,,,,,,
2017.0,,,Aktobe,21.32996186708538,KAZ,,,,,,,
2017.0,,,Almaty,29.718658867555583,KAZ,,,,,,,
2017.0,,,Atyrau,30.987023200943767,KAZ,,,,,,,
2017.0,,,Batys Kazakhstan,20.482343264970417,KAZ,,,,,,,
2017.0,,,Zhambyl,35.465970943860995,KAZ,,,,,,,
2017.0,,,Karagandy,20.458821070234112,KAZ,,,,,,,
2017.0,,,Kostanay,20.098612736085578,KAZ,,,,,,,
2017.0,,,Kyzylorda,19.796525507768024,KAZ,,,,,,,
2017.0,,,Mangistau,39.81042654028436,KAZ,,,,,,,
2017.0,,,Ontustik Kazakhstan,30.00188521720396,KAZ,,,,,,,
2017.0,,,Pavlodar,22.077554486272287,KAZ,,,,,,,
2017.0,,,Soltustik Kazakhstan,20.537024044900825,KAZ,,,,,,,
2017.0,,,Shygys Kazakhstan,20.39030488228349,KAZ,,,,,,,
2017.0,,,Nur-Sultan city,14.987845223081282,KAZ,,,,,,,
2017.0,,,Almaty city,12.750264661059342,KAZ,,,,,,,
2017.0,,urban,,22.376501618855627,KAZ,,,,,,,
2017.0,,urban,Akmola,23.27127659574468,KAZ,,,,,,,
2017.0,,urban,Aktobe,25.45857617906819,KAZ,,,,,,,
2017.0,,urban,Almaty,33.22412796299865,KAZ,,,,,,,
2017.0,,urban,Atyrau,33.21614741180749,KAZ,,,,,,,
2017.0,,urban,Batys Kazakhstan,19.05504791620236,KAZ,,,,,,,
2017.0,,urban,Zhambyl,26.83119305545592,KAZ,,,,,,,
2017.0,,urban,Karagandy,20.31712841958529,KAZ,,,,,,,
2017.0,,urban,Kostanay,16.93425253319761,KAZ,,,,,,,
2017.0,,urban,Kyzylorda,21.29845866417562,KAZ,,,,,,,
2017.0,,urban,Mangistau,41.15170446828738,KAZ,,,,,,,
2017.0,,urban,Ontustik Kazakhstan,31.088540516670346,KAZ,,,,,,,
2017.0,,urban,Pavlodar,19.34281977089857,KAZ,,,,,,,
2017.0,,urban,Soltustik Kazakhstan,17.260918838810912,KAZ,,,,,,,
2017.0,,urban,Shygys Kazakhstan,20.179874934602257,KAZ,,,,,,,
2017.0,,urban,Nur-Sultan city,14.987845223081282,KAZ,,,,,,,
2017.0,,urban,Almaty city,12.750264661059342,KAZ,,,,,,,
2017.0,,rural,,27.55834981793084,KAZ,,,,,,,
2017.0,,rural,Akmola,26.138909634055263,KAZ,,,,,,,
2017.0,,rural,Aktobe,15.85041761579347,KAZ,,,,,,,
2017.0,,rural,Almaty,28.737554071692863,KAZ,,,,,,,
2017.0,,rural,Atyrau,29.288123065551808,KAZ,,,,,,,
2017.0,,rural,Batys Kazakhstan,21.779871346806463,KAZ,,,,,,,
2017.0,,rural,Zhambyl,40.51982952278978,KAZ,,,,,,,
2017.0,,rural,Karagandy,20.883366398663465,KAZ,,,,,,,
2017.0,,rural,Kostanay,22.70389699440021,KAZ,,,,,,,
2017.0,,rural,Kyzylorda,18.823386999152643,KAZ,,,,,,,
2017.0,,rural,Mangistau,39.06279571520497,KAZ,,,,,,,
2017.0,,rural,Ontustik Kazakhstan,29.25737107241729,KAZ,,,,,,,
2017.0,,rural,Pavlodar,27.13803725979169,KAZ,,,,,,,
2017.0,,rural,Soltustik Kazakhstan,22.42671091667924,KAZ,,,,,,,
2017.0,,rural,Shygys Kazakhstan,20.05975245411865,KAZ,,,,,,,
2018.0,age: 10-14 years old,,,0.0217718829195224,KAZ,,,,,,,
2018.0,age: 10-14 years old,,Akmola,0.0778104149240375,KAZ,,,,,,,
2018.0,age: 10-14 years old,,Aktobe,0.0646443751313088,KAZ,,,,,,,
2018.0,age: 10-14 years old,,Almaty,0.0250239291322326,KAZ,,,,,,,
2018.0,age: 10-14 years old,,Atyrau,0.0386585483715086,KAZ,,,,,,,
2018.0,age: 10-14 years old,,Batys Kazakhstan,0.0452427272315975,KAZ,,,,,,,
2018.0,age: 10-14 years old,,Zhambyl,0.0195646857422352,KAZ,,,,,,,
2018.0,age: 10-14 years old,,Karagandy,0.0,KAZ,,,,,,,
2018.0,age: 10-14 years old,,Kostanay,0.0,KAZ,,,,,,,
2018.0,age: 10-14 years old,,Kyzylorda,0.0284831308657447,KAZ,,,,,,,
2018.0,age: 10-14 years old,,Mangistau,0.0,KAZ,,,,,,,
2018.0,age: 10-14 years old,,Pavlodar,0.0,KAZ,,,,,,,
2018.0,age: 10-14 years old,,Soltustik Kazakhstan,0.0570011685239547,KAZ,,,,,,,
2018.0,age: 10-14 years old,,Turkistan,0.0,KAZ,,,,,,,
2018.0,age: 10-14 years old,,Shygys Kazakhstan,0.0,KAZ,,,,,,,
2018.0,age: 10-14 years old,,Nur-Sultan city,0.0626959247648902,KAZ,,,,,,,
2018.0,age: 10-14 years old,,Almaty city,0.0190000285000427,KAZ,,,,,,,
2018.0,age: 10-14 years old,,Shymkent city,0.02,KAZ,,,,,,,
2018.0,age: 10-14 years old,urban,,0.0281344206349094,KAZ,,,,,,,
2018.0,age: 10-14 years old,urban,Akmola,0.1840434342504831,KAZ,,,,,,,
2018.0,age: 10-14 years old,urban,Aktobe,0.0495970241785492,KAZ,,,,,,,
2018.0,age: 10-14 years old,urban,Almaty,0.0,KAZ,,,,,,,
2018.0,age: 10-14 years old,urban,Atyrau,0.0,KAZ,,,,,,,
2018.0,age: 10-14 years old,urban,Batys Kazakhstan,0.1008318628686665,KAZ,,,,,,,
2018.0,age: 10-14 years old,urban,Zhambyl,0.0537331076542811,KAZ,,,,,,,
2018.0,age: 10-14 years old,urban,Karagandy,0.0,KAZ,,,,,,,
2018.0,age: 10-14 years old,urban,Kostanay,0.0,KAZ,,,,,,,
2018.0,age: 10-14 years old,urban,Kyzylorda,0.0,KAZ,,,,,,,
2018.0,age: 10-14 years old,urban,Mangistau,0.0,KAZ,,,,,,,
2018.0,age: 10-14 years old,urban,Pavlodar,0.0,KAZ,,,,,,,
2018.0,age: 10-14 years old,urban,Soltustik Kazakhstan,0.1557996416608241,KAZ,,,,,,,
2018.0,age: 10-14 years old,urban,Turkistan,0.0,KAZ,,,,,,,
2018.0,age: 10-14 years old,urban,Shygys Kazakhstan,0.0,KAZ,,,,,,,
2018.0,age: 10-14 years old,urban,Nur-Sultan city,0.0626959247648902,KAZ,,,,,,,
2018.0,age: 10-14 years old,urban,Almaty city,0.0190000285000427,KAZ,,,,,,,
2018.0,age: 10-14 years old,urban,Shymkent city,0.02,KAZ,,,,,,,
2018.0,age: 10-14 years old,rural,,0.0149913574824113,KAZ,,,,,,,
2018.0,age: 10-14 years old,rural,Akmola,0.0,KAZ,,,,,,,
2018.0,age: 10-14 years old,rural,Aktobe,0.0927988121752041,KAZ,,,,,,,
2018.0,age: 10-14 years old,rural,Almaty,0.0317727612118131,KAZ,,,,,,,
2018.0,age: 10-14 years old,rural,Atyrau,0.0759762953958365,KAZ,,,,,,,
2018.0,age: 10-14 years old,rural,Batys Kazakhstan,0.0,KAZ,,,,,,,
2018.0,age: 10-14 years old,rural,Zhambyl,0.0,KAZ,,,,,,,
2018.0,age: 10-14 years old,rural,Karagandy,0.0,KAZ,,,,,,,
2018.0,age: 10-14 years old,rural,Kostanay,0.0,KAZ,,,,,,,
2018.0,age: 10-14 years old,rural,Kyzylorda,0.048344210780759,KAZ,,,,,,,
2018.0,age: 10-14 years old,rural,Mangistau,0.0,KAZ,,,,,,,
2018.0,age: 10-14 years old,rural,Pavlodar,0.0,KAZ,,,,,,,
2018.0,age: 10-14 years old,rural,Soltustik Kazakhstan,0.0,KAZ,,,,,,,
2018.0,age: 10-14 years old,rural,Turkistan,0.0,KAZ,,,,,,,
2018.0,age: 10-14 years old,rural,Shygys Kazakhstan,0.0,KAZ,,,,,,,
2018.0,15-19,,,23.93,KAZ,,,,,,,
2018.0,,,Akmola,21.61,KAZ,,,,,,,
2018.0,,,Aktobe,17.74,KAZ,,,,,,,
2018.0,,,Almaty,28.76,KAZ,,,,,,,
2018.0,,,Atyrau,28.21,KAZ,,,,,,,
2018.0,,,Batys Kazakhstan,20.94,KAZ,,,,,,,
2018.0,,,Zhambyl,36.64,KAZ,,,,,,,
2018.0,,,Karagandy,20.41,KAZ,,,,,,,
2018.0,,,Kostanay,18.63,KAZ,,,,,,,
2018.0,,,Kyzylorda,20.65,KAZ,,,,,,,
2018.0,,,Mangistau,35.04,KAZ,,,,,,,
2018.0,,,Pavlodar,18.47,KAZ,,,,,,,
2018.0,,,Soltustik Kazakhstan,19.55,KAZ,,,,,,,
2018.0,,,Turkistan,30.92,KAZ,,,,,,,
2018.0,,,Shygys Kazakhstan,19.52,KAZ,,,,,,,
2018.0,,,Nur-Sultan city,15.07,KAZ,,,,,,,
2018.0,,,Almaty city,12.31,KAZ,,,,,,,
2018.0,,,Shymkent city,24.34,KAZ,,,,,,,
2018.0,,urban,,21.09,KAZ,,,,,,,
2018.0,,urban,Akmola,20.1,KAZ,,,,,,,
2018.0,,urban,Aktobe,18.9,KAZ,,,,,,,
2018.0,,urban,Almaty,31.06,KAZ,,,,,,,
2018.0,,urban,Atyrau,28.76,KAZ,,,,,,,
2018.0,,urban,Batys Kazakhstan,20.77,KAZ,,,,,,,
2018.0,,urban,Zhambyl,29.45,KAZ,,,,,,,
2018.0,,urban,Karagandy,20.1,KAZ,,,,,,,
2018.0,,urban,Kostanay,14.14,KAZ,,,,,,,
2018.0,,urban,Kyzylorda,20.81,KAZ,,,,,,,
2018.0,,urban,Mangistau,36.41,KAZ,,,,,,,
2018.0,,urban,Pavlodar,16.43,KAZ,,,,,,,
2018.0,,urban,Soltustik Kazakhstan,16.84,KAZ,,,,,,,
2018.0,,urban,Turkistan,38.55,KAZ,,,,,,,
2018.0,,urban,Shygys Kazakhstan,19.48,KAZ,,,,,,,
2018.0,,urban,Nur-Sultan city,15.07,KAZ,,,,,,,
2018.0,,urban,Almaty city,12.31,KAZ,,,,,,,
2018.0,,urban,Shymkent city,24.34,KAZ,,,,,,,
2018.0,,rural,,27.01,KAZ,,,,,,,
2018.0,,rural,Akmola,22.74,KAZ,,,,,,,
2018.0,,rural,Aktobe,15.65,KAZ,,,,,,,
2018.0,,rural,Almaty,28.14,KAZ,,,,,,,
2018.0,,rural,Atyrau,27.68,KAZ,,,,,,,
2018.0,,rural,Batys Kazakhstan,21.1,KAZ,,,,,,,
2018.0,,rural,Zhambyl,40.8,KAZ,,,,,,,
2018.0,,rural,Karagandy,21.36,KAZ,,,,,,,
2018.0,,rural,Kostanay,22.51,KAZ,,,,,,,
2018.0,,rural,Kyzylorda,20.54,KAZ,,,,,,,
2018.0,,rural,Mangistau,34.27,KAZ,,,,,,,
2018.0,,rural,Pavlodar,22.26,KAZ,,,,,,,
2018.0,,rural,Soltustik Kazakhstan,21.07,KAZ,,,,,,,
2018.0,,rural,Turkistan,29.23,KAZ,,,,,,,
2018.0,,rural,Shygys Kazakhstan,19.57,KAZ,,,,,,,
2019.0,age: 10-14 years old,,,0.024606669227583,KAZ,,,,,,,
2019.0,age: 10-14 years old,,Akmola,0.037500937523438,KAZ,,,,,,,
2019.0,age: 10-14 years old,,Aktobe,0.0302411733575262,KAZ,,,,,,,
2019.0,age: 10-14 years old,,Almaty,0.0469819941507417,KAZ,,,,,,,
2019.0,age: 10-14 years old,,Atyrau,0.0360405816949885,KAZ,,,,,,,
2019.0,age: 10-14 years old,,Batys Kazakhstan,0.0,KAZ,,,,,,,
2019.0,age: 10-14 years old,,Zhambyl,0.0551343900758097,KAZ,,,,,,,
2019.0,age: 10-14 years old,,Karagandy,0.0412711514651258,KAZ,,,,,,,
2019.0,age: 10-14 years old,,Kostanay,0.0,KAZ,,,,,,,
2019.0,age: 10-14 years old,,Kyzylorda,0.0,KAZ,,,,,,,
2019.0,age: 10-14 years old,,Mangistau,0.0,KAZ,,,,,,,
2019.0,age: 10-14 years old,,Pavlodar,0.0,KAZ,,,,,,,
2019.0,age: 10-14 years old,,Soltustik Kazakhstan,0.0,KAZ,,,,,,,
2019.0,age: 10-14 years old,,Turkistan,0.0,KAZ,,,,,,,
2019.0,age: 10-14 years old,,Shygys Kazakhstan,0.0419498280057051,KAZ,,,,,,,
2019.0,age: 10-14 years old,,Nur-Sultan city,0.0277611981733131,KAZ,,,,,,,
2019.0,age: 10-14 years old,,Almaty city,0.0,KAZ,,,,,,,
2019.0,age: 10-14 years old,,Shymkent city,0.0661346501477007,KAZ,,,,,,,
2019.0,age: 10-14 years old,urban,,0.0182181835690202,KAZ,,,,,,,
2019.0,age: 10-14 years old,urban,Akmola,0.0,KAZ,,,,,,,
2019.0,age: 10-14 years old,urban,Aktobe,0.0456266824839165,KAZ,,,,,,,
2019.0,age: 10-14 years old,urban,Almaty,0.0,KAZ,,,,,,,
2019.0,age: 10-14 years old,urban,Atyrau,0.0692281066112841,KAZ,,,,,,,
2019.0,age: 10-14 years old,urban,Batys Kazakhstan,0.0,KAZ,,,,,,,
2019.0,age: 10-14 years old,urban,Zhambyl,0.0,KAZ,,,,,,,
2019.0,age: 10-14 years old,urban,Karagandy,0.0270244706581809,KAZ,,,,,,,
2019.0,age: 10-14 years old,urban,Kostanay,0.0,KAZ,,,,,,,
2019.0,age: 10-14 years old,urban,Kyzylorda,0.0,KAZ,,,,,,,
2019.0,age: 10-14 years old,urban,Mangistau,0.0,KAZ,,,,,,,
2019.0,age: 10-14 years old,urban,Pavlodar,0.0,KAZ,,,,,,,
2019.0,age: 10-14 years old,urban,Soltustik Kazakhstan,0.0,KAZ,,,,,,,
2019.0,age: 10-14 years old,urban,Turkistan,0.0,KAZ,,,,,,,
2019.0,age: 10-14 years old,urban,Shygys Kazakhstan,0.0,KAZ,,,,,,,
2019.0,age: 10-14 years old,urban,Nur-Sultan city,0.0277611981733131,KAZ,,,,,,,
2019.0,age: 10-14 years old,urban,Almaty city,0.0,KAZ,,,,,,,
2019.0,age: 10-14 years old,urban,Shymkent city,0.0661346501477007,KAZ,,,,,,,
2019.0,age: 10-14 years old,rural,,0.0316749573467903,KAZ,,,,,,,
2019.0,age: 10-14 years old,rural,Akmola,0.0660218532334202,KAZ,,,,,,,
2019.0,age: 10-14 years old,rural,Aktobe,0.0,KAZ,,,,,,,
2019.0,age: 10-14 years old,rural,Almaty,0.0594018236359856,KAZ,,,,,,,
2019.0,age: 10-14 years old,rural,Atyrau,0.0,KAZ,,,,,,,
2019.0,age: 10-14 years old,rural,Batys Kazakhstan,0.0,KAZ,,,,,,,
2019.0,age: 10-14 years old,rural,Zhambyl,0.0869590422910809,KAZ,,,,,,,
2019.0,age: 10-14 years old,rural,Karagandy,0.0872866931436302,KAZ,,,,,,,
2019.0,age: 10-14 years old,rural,Kostanay,0.0,KAZ,,,,,,,
2019.0,age: 10-14 years old,rural,Kyzylorda,0.0,KAZ,,,,,,,
2019.0,age: 10-14 years old,rural,Mangistau,0.0,KAZ,,,,,,,
2019.0,age: 10-14 years old,rural,Pavlodar,0.0,KAZ,,,,,,,
2019.0,age: 10-14 years old,rural,Soltustik Kazakhstan,0.0,KAZ,,,,,,,
2019.0,age: 10-14 years old,rural,Turkistan,0.0,KAZ,,,,,,,
2019.0,age: 10-14 years old,rural,Shygys Kazakhstan,0.0920683146894996,KAZ,,,,,,,
2019.0,15-19,,,23.2,KAZ,,,,,,,
2019.0,,,Akmola,21.6,KAZ,,,,,,,
2019.0,,,Aktobe,18.06,KAZ,,,,,,,
2019.0,,,Almaty,27.35,KAZ,,,,,,,
2019.0,,,Atyrau,25.96,KAZ,,,,,,,
2019.0,,,Batys Kazakhstan,18.71,KAZ,,,,,,,
2019.0,,,Zhambyl,33.73,KAZ,,,,,,,
2019.0,,,Karagandy,19.91,KAZ,,,,,,,
2019.0,,,Kostanay,18.48,KAZ,,,,,,,
2019.0,,,Kyzylorda,18.95,KAZ,,,,,,,
2019.0,,,Mangistau,33.98,KAZ,,,,,,,
2019.0,,,Pavlodar,18.24,KAZ,,,,,,,
2019.0,,,Soltustik Kazakhstan,19.15,KAZ,,,,,,,
2019.0,,,Turkistan,31.97,KAZ,,,,,,,
2019.0,,,Shygys Kazakhstan,17.23,KAZ,,,,,,,
2019.0,,,Nur-Sultan city,11.69,KAZ,,,,,,,
2019.0,,,Almaty city,12.39,KAZ,,,,,,,
2019.0,,,Shymkent city,25.44,KAZ,,,,,,,
2019.0,,urban,,20.61,KAZ,,,,,,,
2019.0,,urban,Akmola,19.76,KAZ,,,,,,,
2019.0,,urban,Aktobe,20.01,KAZ,,,,,,,
2019.0,,urban,Almaty,30.27,KAZ,,,,,,,
2019.0,,urban,Atyrau,24.43,KAZ,,,,,,,
2019.0,,urban,Batys Kazakhstan,19.1,KAZ,,,,,,,
2019.0,,urban,Zhambyl,27.77,KAZ,,,,,,,
2019.0,,urban,Karagandy,19.23,KAZ,,,,,,,
2019.0,,urban,Kostanay,15.33,KAZ,,,,,,,
2019.0,,urban,Kyzylorda,19.44,KAZ,,,,,,,
2019.0,,urban,Mangistau,29.86,KAZ,,,,,,,
2019.0,,urban,Pavlodar,16.52,KAZ,,,,,,,
2019.0,,urban,Soltustik Kazakhstan,16.43,KAZ,,,,,,,
2019.0,,urban,Turkistan,45.85,KAZ,,,,,,,
2019.0,,urban,Shygys Kazakhstan,16.49,KAZ,,,,,,,
2019.0,,urban,Nur-Sultan city,11.69,KAZ,,,,,,,
2019.0,,urban,Almaty city,12.39,KAZ,,,,,,,
2019.0,,urban,Shymkent city,20.61,KAZ,,,,,,,
2019.0,,rural,,26.04,KAZ,,,,,,,
2019.0,,rural,Akmola,22.95,KAZ,,,,,,,
2019.0,,rural,Aktobe,14.49,KAZ,,,,,,,
2019.0,,rural,Almaty,26.57,KAZ,,,,,,,
2019.0,,rural,Atyrau,27.53,KAZ,,,,,,,
2019.0,,rural,Batys Kazakhstan,18.36,KAZ,,,,,,,
2019.0,,rural,Zhambyl,37.14,KAZ,,,,,,,
2019.0,,rural,Karagandy,21.96,KAZ,,,,,,,
2019.0,,rural,Kostanay,21.61,KAZ,,,,,,,
2019.0,,rural,Kyzylorda,18.64,KAZ,,,,,,,
2019.0,,rural,Mangistau,36.34,KAZ,,,,,,,
2019.0,,rural,Pavlodar,21.43,KAZ,,,,,,,
2019.0,,rural,Soltustik Kazakhstan,20.7,KAZ,,,,,,,
2019.0,,rural,Turkistan,28.85,KAZ,,,,,,,
2019.0,,rural,Shygys Kazakhstan,18.16,KAZ,,,,,,,
2007.0,,,,29.5,KGZ,,,,,,,
2008.0,,,,30.1,KGZ,,,,,,,
2009.0,,,,31.2,KGZ,,,,,,,
2010.0,,,,34.1,KGZ,,,,,,,
2011.0,,,,41.4,KGZ,,,,,,,
2012.0,,,,42.1,KGZ,,,,,,,
2013.0,,,,41.9,KGZ,,,,,,,
2014.0,,,,43.3,KGZ,,,,,,,
2015.0,,,,42.3,KGZ,,,,,,,
2016.0,,,,38.1,KGZ,,,,,,,
2017.0,,,,33.9,KGZ,,,,,,,
2018.0,,,,35.9,KGZ,,,,,,,
2019.0,,,,37.7,KGZ,,,,,,,
2020.0,,,,33.4,KGZ,,,,,,,
2021.0,,,,29.684645,KGZ,,,,,,,
2007.0,,,,25.4,KGZ,Batken,KG05,,,,,
2008.0,,,,27.2,KGZ,Batken,KG05,,,,,
2009.0,,,,30.6,KGZ,Batken,KG05,,,,,
2010.0,,,,36.1,KGZ,Batken,KG05,,,,,
2011.0,,,,40.2,KGZ,Batken,KG05,,,,,
2012.0,,,,44.6,KGZ,Batken,KG05,,,,,
2013.0,,,,43.2,KGZ,Batken,KG05,,,,,
2014.0,,,,43.3,KGZ,Batken,KG05,,,,,
2015.0,,,,38.4,KGZ,Batken,KG05,,,,,
2016.0,,,,36.5,KGZ,Batken,KG05,,,,,
2017.0,,,,31.2,KGZ,Batken,KG05,,,,,
2018.0,,,,30.2,KGZ,Batken,KG05,,,,,
2019.0,,,,35.7,KGZ,Batken,KG05,,,,,
2020.0,,,,31.2,KGZ,Batken,KG05,,,,,
2021.0,,,,24.273949,KGZ,Batken,KG05,,,,,
2007.0,,,,30.1,KGZ,Jalal-Abad,KG03,,,,,
2008.0,,,,33.0,KGZ,Jalal-Abad,KG03,,,,,
2009.0,,,,36.8,KGZ,Jalal-Abad,KG03,,,,,
2010.0,,,,38.8,KGZ,Jalal-Abad,KG03,,,,,
2011.0,,,,47.6,KGZ,Jalal-Abad,KG03,,,,,
2012.0,,,,45.3,KGZ,Jalal-Abad,KG03,,,,,
2013.0,,,,44.8,KGZ,Jalal-Abad,KG03,,,,,
2014.0,,,,47.7,KGZ,Jalal-Abad,KG03,,,,,
2015.0,,,,53.5,KGZ,Jalal-Abad,KG03,,,,,
2016.0,,,,39.3,KGZ,Jalal-Abad,KG03,,,,,
2017.0,,,,34.7,KGZ,Jalal-Abad,KG03,,,,,
2018.0,,,,36.2,KGZ,Jalal-Abad,KG03,,,,,
2019.0,,,,38.0,KGZ,Jalal-Abad,KG03,,,,,
2020.0,,,,35.7,KGZ,Jalal-Abad,KG03,,,,,
2021.0,,,,31.170325,KGZ,Jalal-Abad,KG03,,,,,
2007.0,,,,27.5,KGZ,Issyk-Kul,KG02,,,,,
2008.0,,,,27.7,KGZ,Issyk-Kul,KG02,,,,,
2009.0,,,,30.0,KGZ,Issyk-Kul,KG02,,,,,
2010.0,,,,30.2,KGZ,Issyk-Kul,KG02,,,,,
2011.0,,,,31.8,KGZ,Issyk-Kul,KG02,,,,,
2012.0,,,,31.8,KGZ,Issyk-Kul,KG02,,,,,
2013.0,,,,31.0,KGZ,Issyk-Kul,KG02,,,,,
2014.0,,,,31.8,KGZ,Issyk-Kul,KG02,,,,,
2015.0,,,,45.4,KGZ,Issyk-Kul,KG02,,,,,
2016.0,,,,32.8,KGZ,Issyk-Kul,KG02,,,,,
2017.0,,,,25.5,KGZ,Issyk-Kul,KG02,,,,,
2018.0,,,,28.8,KGZ,Issyk-Kul,KG02,,,,,
2019.0,,,,25.3,KGZ,Issyk-Kul,KG02,,,,,
2020.0,,,,21.3,KGZ,Issyk-Kul,KG02,,,,,
2021.0,,,,23.773042,KGZ,Issyk-Kul,KG02,,,,,
2007.0,,,,27.1,KGZ,Naryn,KG04,,,,,
2008.0,,,,23.1,KGZ,Naryn,KG04,,,,,
2009.0,,,,30.4,KGZ,Naryn,KG04,,,,,
2010.0,,,,29.7,KGZ,Naryn,KG04,,,,,
2011.0,,,,34.3,KGZ,Naryn,KG04,,,,,
2012.0,,,,33.0,KGZ,Naryn,KG04,,,,,
2013.0,,,,27.7,KGZ,Naryn,KG04,,,,,
2014.0,,,,29.2,KGZ,Naryn,KG04,,,,,
2015.0,,,,30.3,KGZ,Naryn,KG04,,,,,
2016.0,,,,29.1,KGZ,Naryn,KG04,,,,,
2017.0,,,,20.2,KGZ,Naryn,KG04,,,,,
2018.0,,,,22.7,KGZ,Naryn,KG04,,,,,
2019.0,,,,20.8,KGZ,Naryn,KG04,,,,,
2020.0,,,,20.1,KGZ,Naryn,KG04,,,,,
2021.0,,,,17.885951,KGZ,Naryn,KG04,,,,,
2007.0,,,,27.1,KGZ,Osh,KG06,,,,,
2008.0,,,,27.1,KGZ,Osh,KG06,,,,,
2009.0,,,,30.4,KGZ,Osh,KG06,,,,,
2010.0,,,,33.0,KGZ,Osh,KG06,,,,,
2011.0,,,,43.2,KGZ,Osh,KG06,,,,,
2012.0,,,,44.0,KGZ,Osh,KG06,,,,,
2013.0,,,,43.4,KGZ,Osh,KG06,,,,,
2014.0,,,,45.8,KGZ,Osh,KG06,,,,,
2015.0,,,,72.3,KGZ,Osh,KG06,,,,,
2016.0,,,,41.6,KGZ,Osh,KG06,,,,,
2017.0,,,,38.5,KGZ,Osh,KG06,,,,,
2018.0,,,,35.2,KGZ,Osh,KG06,,,,,
2019.0,,,,37.9,KGZ,Osh,KG06,,,,,
2020.0,,,,35.6,KGZ,Osh,KG06,,,,,
2021.0,,,,27.236017,KGZ,Osh,KG06,,,,,
2007.0,,,,39.9,KGZ,Talas,KG07,,,,,
2008.0,,,,38.9,KGZ,Talas,KG07,,,,,
