Year,UNIT_MEASURE,Regions,Value,M49_country_code,unique_id,col_caption_name,col_caption_name1_empty,year,value
2013.0,thousands hectares,Pavlodar,68.5,KAZ,,,,,
2013.0,thousands hectares,Soltustik Kazakhstan,11.1,KAZ,,,,,
2013.0,thousands hectares,Turkistan,431.8,KAZ,,,,,
2013.0,thousands hectares,Shygys Kazakhstan,3039.4,KAZ,,,,,
2014.0,thousands hectares,,5674.5,KAZ,,,,,
2014.0,thousands hectares,Akmola,74.5,KAZ,,,,,
2014.0,thousands hectares,Almaty,1706.5,KAZ,,,,,
2014.0,thousands hectares,Zhambyl,182.6,KAZ,,,,,
2014.0,thousands hectares,Karagandy,153.8,KAZ,,,,,
2014.0,thousands hectares,Pavlodar,68.5,KAZ,,,,,
2014.0,thousands hectares,Soltustik Kazakhstan,11.1,KAZ,,,,,
2014.0,thousands hectares,Turkistan,431.8,KAZ,,,,,
2014.0,thousands hectares,Shygys Kazakhstan,3045.6,KAZ,,,,,
2015.0,thousands hectares,,5675.0,KAZ,,,,,
2015.0,thousands hectares,Akmola,74.5,KAZ,,,,,
2015.0,thousands hectares,Almaty,1707.1,KAZ,,,,,
2015.0,thousands hectares,Zhambyl,182.6,KAZ,,,,,
2015.0,thousands hectares,Karagandy,153.8,KAZ,,,,,
2015.0,thousands hectares,Pavlodar,68.5,KAZ,,,,,
2015.0,thousands hectares,Soltustik Kazakhstan,11.1,KAZ,,,,,
2015.0,thousands hectares,Turkistan,431.8,KAZ,,,,,
2015.0,thousands hectares,Shygys Kazakhstan,3045.6,KAZ,,,,,
2016.0,thousands hectares,,5675.2,KAZ,,,,,
2016.0,thousands hectares,Akmola,74.5,KAZ,,,,,
2016.0,thousands hectares,Almaty,1707.3,KAZ,,,,,
2016.0,thousands hectares,Zhambyl,182.6,KAZ,,,,,
2016.0,thousands hectares,Karagandy,153.8,KAZ,,,,,
2016.0,thousands hectares,Pavlodar,68.5,KAZ,,,,,
2016.0,thousands hectares,Soltustik Kazakhstan,11.1,KAZ,,,,,
2016.0,thousands hectares,Turkistan,431.8,KAZ,,,,,
2016.0,thousands hectares,Shygys Kazakhstan,3045.6,KAZ,,,,,
2017.0,thousands hectares,,5699.2,KAZ,,,,,
2017.0,thousands hectares,Akmola,99.8,KAZ,,,,,
2017.0,thousands hectares,Almaty,1707.3,KAZ,,,,,
2017.0,thousands hectares,Zhambyl,215.8,KAZ,,,,,
2017.0,thousands hectares,Karagandy,179.2,KAZ,,,,,
2017.0,thousands hectares,Pavlodar,68.5,KAZ,,,,,
2017.0,thousands hectares,Soltustik Kazakhstan,11.1,KAZ,,,,,
2017.0,thousands hectares,Turkistan,431.8,KAZ,,,,,
2017.0,thousands hectares,Shygys Kazakhstan,2985.8,KAZ,,,,,
2018.0,thousands hectares,,5841.6,KAZ,,,,,
2018.0,thousands hectares,Akmola,99.8,KAZ,,,,,
2018.0,thousands hectares,Almaty,1706.1,KAZ,,,,,
2018.0,thousands hectares,Zhambyl,215.8,KAZ,,,,,
2018.0,thousands hectares,Karagandy,179.2,KAZ,,,,,
2018.0,thousands hectares,Pavlodar,68.5,KAZ,,,,,
2018.0,thousands hectares,Soltustik Kazakhstan,11.1,KAZ,,,,,
2018.0,thousands hectares,Turkistan,431.8,KAZ,,,,,
2018.0,thousands hectares,Shygys Kazakhstan,3129.3,KAZ,,,,,
2019.0,thousands hectares,,5999.6,KAZ,,,,,
2019.0,thousands hectares,Akmola,99.8,KAZ,,,,,
2019.0,thousands hectares,Almaty,1705.9,KAZ,,,,,
2019.0,thousands hectares,Zhambyl,324.9,KAZ,,,,,
2019.0,thousands hectares,Karagandy,179.2,KAZ,,,,,
2019.0,thousands hectares,Pavlodar,68.5,KAZ,,,,,
2019.0,thousands hectares,Soltustik Kazakhstan,11.1,KAZ,,,,,
2019.0,thousands hectares,Turkistan,431.8,KAZ,,,,,
2019.0,thousands hectares,Shygys Kazakhstan,3178.4,KAZ,,,,,
2020.0,thousands hectares,,5872.2,KAZ,,,,,
2020.0,thousands hectares,Akmola,70.2,KAZ,,,,,
2020.0,thousands hectares,Almaty,1799.9,KAZ,,,,,
2020.0,thousands hectares,Zhambyl,324.9,KAZ,,,,,
2020.0,thousands hectares,Karagandy,179.1,KAZ,,,,,
2020.0,thousands hectares,Pavlodar,68.5,KAZ,,,,,
2020.0,thousands hectares,Soltustik Kazakhstan,11.1,KAZ,,,,,
2020.0,thousands hectares,Turkistan,287.8,KAZ,,,,,
2020.0,thousands hectares,Shygys Kazakhstan,3130.6,KAZ,,,,,
,,,,UZB,16_101_,Total,True,2000.0,20.0
,,,,UZB,16_101_,Total,True,2001.0,20.0
,,,,UZB,16_101_,Total,True,2002.0,22.0
,,,,UZB,16_101_,Total,True,2003.0,23.0
,,,,UZB,16_101_,Total,True,2004.0,24.0
,,,,UZB,16_101_,Total,True,2005.0,24.0
,,,,UZB,16_101_,Total,True,2006.0,25.0
,,,,UZB,16_101_,Total,True,2007.0,25.0
,,,,UZB,16_101_,Total,True,2008.0,26.0
,,,,UZB,16_101_,Total,True,2009.0,27.0
,,,,UZB,16_101_,Total,True,2010.0,28.0
,,,,UZB,16_101_,Total,True,2011.0,29.0
,,,,UZB,16_101_,Total,True,2012.0,30.0
,,,,UZB,16_101_,Total,True,2013.0,33.0
,,,,UZB,16_101_,Total,True,2014.0,36.0
,,,,UZB,16_101_,Total,True,2015.0,36.0
,,,,UZB,16_101_,Total,True,2016.0,36.0
,,,,UZB,16_101_,Total,True,2017.0,36.0
,,,,UZB,16_101_,Total,True,2018.0,36.0
,,,,UZB,16_101_,Total,True,2019.0,36.0
,,,,UZB,16_101_,Total,True,2020.0,36.0
,,,,UZB,16_101_,Total,True,2021.0,36.0
