Year,UNIT_MEASURE,Regions,Value,M49_country_code,unique_id,col_caption_name,col_caption_name1_empty,year,value
2014.0,Percent,,19.4,KAZ,,,,,
2014.0,Percent,Akmola,7.1,KAZ,,,,,
2014.0,Percent,Almaty,32.6,KAZ,,,,,
2014.0,Percent,Zhambyl,4.1,KAZ,,,,,
2014.0,Percent,Karagandy,25.2,KAZ,,,,,
2014.0,Percent,Pavlodar,14.3,KAZ,,,,,
2014.0,Percent,Soltustik Kazakhstan,1.6,KAZ,,,,,
2014.0,Percent,Turkistan,12.6,KAZ,,,,,
2014.0,Percent,Shygys Kazakhstan,82.2,KAZ,,,,,
2015.0,Percent,,19.4,KAZ,,,,,
2015.0,Percent,Akmola,7.0,KAZ,,,,,
2015.0,Percent,Almaty,32.6,KAZ,,,,,
2015.0,Percent,Zhambyl,4.1,KAZ,,,,,
2015.0,Percent,Karagandy,25.0,KAZ,,,,,
2015.0,Percent,Pavlodar,14.3,KAZ,,,,,
2015.0,Percent,Soltustik Kazakhstan,1.6,KAZ,,,,,
2015.0,Percent,Turkistan,12.6,KAZ,,,,,
2015.0,Percent,Shygys Kazakhstan,82.2,KAZ,,,,,
2016.0,Percent,,193.0,KAZ,,,,,
2016.0,Percent,Akmola,7.0,KAZ,,,,,
2016.0,Percent,Almaty,32.0,KAZ,,,,,
2016.0,Percent,Zhambyl,4.1,KAZ,,,,,
2016.0,Percent,Karagandy,25.0,KAZ,,,,,
2016.0,Percent,Pavlodar,14.3,KAZ,,,,,
2016.0,Percent,Soltustik Kazakhstan,1.6,KAZ,,,,,
2016.0,Percent,Turkistan,12.6,KAZ,,,,,
2016.0,Percent,Shygys Kazakhstan,82.2,KAZ,,,,,
2017.0,Percent,,19.1,KAZ,,,,,
2017.0,Percent,Akmola,9.4,KAZ,,,,,
2017.0,Percent,Almaty,32.0,KAZ,,,,,
2017.0,Percent,Zhambyl,4.9,KAZ,,,,,
2017.0,Percent,Karagandy,29.1,KAZ,,,,,
2017.0,Percent,Pavlodar,14.3,KAZ,,,,,
2017.0,Percent,Soltustik Kazakhstan,1.6,KAZ,,,,,
2017.0,Percent,Turkistan,12.6,KAZ,,,,,
2017.0,Percent,Shygys Kazakhstan,80.6,KAZ,,,,,
2018.0,Percent,,19.8,KAZ,,,,,
2018.0,Percent,Akmola,9.4,KAZ,,,,,
2018.0,Percent,Almaty,31.5,KAZ,,,,,
2018.0,Percent,Zhambyl,4.9,KAZ,,,,,
2018.0,Percent,Karagandy,29.1,KAZ,,,,,
2018.0,Percent,Pavlodar,14.3,KAZ,,,,,
2018.0,Percent,Soltustik Kazakhstan,1.6,KAZ,,,,,
2018.0,Percent,Turkistan,12.6,KAZ,,,,,
2018.0,Percent,Shygys Kazakhstan,81.4,KAZ,,,,,
2019.0,Percent,,20.0,KAZ,,,,,
2019.0,Percent,Akmola,9.4,KAZ,,,,,
2019.0,Percent,Almaty,31.5,KAZ,,,,,
2019.0,Percent,Zhambyl,7.3,KAZ,,,,,
2019.0,Percent,Karagandy,29.1,KAZ,,,,,
2019.0,Percent,Pavlodar,14.3,KAZ,,,,,
2019.0,Percent,Soltustik Kazakhstan,1.6,KAZ,,,,,
2019.0,Percent,Turkistan,12.6,KAZ,,,,,
2019.0,Percent,Shygys Kazakhstan,82.7,KAZ,,,,,
2020.0,Percent,,19.5,KAZ,,,,,
2020.0,Percent,Akmola,6.6,KAZ,,,,,
2020.0,Percent,Almaty,33.3,KAZ,,,,,
2020.0,Percent,Zhambyl,7.3,KAZ,,,,,
2020.0,Percent,Karagandy,29.1,KAZ,,,,,
2020.0,Percent,Pavlodar,14.3,KAZ,,,,,
2020.0,Percent,Soltustik Kazakhstan,1.6,KAZ,,,,,
2020.0,Percent,Turkistan,8.4,KAZ,,,,,
2020.0,Percent,Shygys Kazakhstan,81.5,KAZ,,,,,
2013.0,,,6.01,KGZ,,,,,
2014.0,,,6.01,KGZ,,,,,
2015.0,,,6.01,KGZ,,,,,
2016.0,,,7.3,KGZ,,,,,
2017.0,,,7.38,KGZ,,,,,
2018.0,,,7.38,KGZ,,,,,
2019.0,,,6.18,KGZ,,,,,
2020.0,,,6.18,KGZ,,,,,
2021.0,,,6.18,KGZ,,,,,
,,,,UZB,01_101_,Total,True,2000.0,1.8
,,,,UZB,01_101_,Total,True,2001.0,1.8
,,,,UZB,01_101_,Total,True,2002.0,1.8
,,,,UZB,01_101_,Total,True,2003.0,1.8
,,,,UZB,01_101_,Total,True,2004.0,1.8
,,,,UZB,01_101_,Total,True,2005.0,1.8
,,,,UZB,01_101_,Total,True,2006.0,1.8
,,,,UZB,01_101_,Total,True,2007.0,1.8
,,,,UZB,01_101_,Total,True,2008.0,1.8
,,,,UZB,01_101_,Total,True,2009.0,1.8
,,,,UZB,01_101_,Total,True,2010.0,1.8
,,,,UZB,01_101_,Total,True,2011.0,1.8
,,,,UZB,01_101_,Total,True,2012.0,1.8
,,,,UZB,01_101_,Total,True,2013.0,1.8
,,,,UZB,01_101_,Total,True,2014.0,1.8
,,,,UZB,01_101_,Total,True,2015.0,1.8
,,,,UZB,01_101_,Total,True,2016.0,1.8
,,,,UZB,01_101_,Total,True,2017.0,1.8
,,,,UZB,01_101_,Total,True,2018.0,1.8
,,,,UZB,01_101_,Total,True,2019.0,1.8
,,,,UZB,01_101_,Total,True,2020.0,1.8
,,,,UZB,01_101_,Total,True,2021.0,0.0
